Uniprot ID,Gene Name,Log2 Ratio L/H NormalizedWTday01,Log2 Ratio L/H NormalizedWTday06,Log2 Ratio L/H NormalizedWTday12,Log2 Ratio L/H NormalizedWTday17,Log2 Ratio L/H NormalizedWTday22,Log2 Ratio L/H NormalizedDAF2day01,Log2 Ratio L/H NormalizedDAF2day06,Log2 Ratio L/H NormalizedDAF2day12,Log2 Ratio L/H NormalizedDAF2day17,Log2 Ratio L/H NormalizedDAF2day22,Log2 Ratio L/H NormalizedDAF2day27,Log2 Ratio L/H NormalizedDAF16day01,Log2 Ratio L/H NormalizedDAF16day06,Log2 Ratio L/H NormalizedDAF16day12,Log2 Ratio L/H NormalizedDAF16day17,Log2 Ratio L/H NormalizedHSF1day01,Log2 Ratio L/H NormalizedHSF1day06,Log2 Ratio L/H NormalizedHSF1day12,Peptides WTday01,Peptides WTday06,Peptides WTday12,Peptides WTday17,Peptides WTday22,Peptides DAF2day01,Peptides DAF2day06,Peptides DAF2day12,Peptides DAF2day17,Peptides DAF2day22,Peptides DAF2day27,Peptides DAF16day01,Peptides DAF16day06,Peptides DAF16day12,Peptides DAF16day17,Peptides HSF1day01,Peptides HSF1day06,Peptides HSF1day12,Ratio Count WTday01,Ratio Count WTday06,Ratio Count WTday12,Ratio Count WTday17,Ratio Count WTday22,Ratio Count DAF2day01,Ratio Count DAF2day06,Ratio Count DAF2day12,Ratio Count DAF2day17,Ratio Count DAF2day22,Ratio Count DAF2day27,Ratio Count DAF16day01,Ratio Count DAF16day06,Ratio Count DAF16day12,Ratio Count DAF16day17,Ratio Count HSF1day01,Ratio Count HSF1day06,Ratio Count HSF1day12,log abs.LFQ WTday01,log abs.LFQ WTday06,log abs.LFQ WTday12,log abs.LFQ WTday17,log abs.LFQ WTday22,log abs.LFQ DAF2day01,log abs.LFQ DAF2day06,log abs.LFQ DAF2day12,log abs.LFQ DAF2day17,log abs.LFQ DAF2day22,log abs.LFQ DAF2day27,log abs.LFQ DAF16day01,log abs.LFQ DAF16day06,log abs.LFQ DAF16day12,log abs.LFQ DAF16day17,log abs.LFQ HSF1day01,log abs.LFQ HSF1day06,log abs.LFQ HSF1day12,Posterior Error Probability,Sequence Coverage (%),Sequence Length (Amino Acids)
Q20616,,NA,0.622398672,2.9772132,3.595864195,4.53072248,-5.446950939,-0.324695414,1.058142481,1.451425278,1.92423464,2.053613482,-3.440553608,1.134445368,2.776849333,3.664434424,-3.527445728,1.635001825,3.493393996,1,2,4,4,4,1,2,4,3,4,4,1,4,4,4,1,3,4,1,6,12,18,18,2,5,7,5,9,7,2,10,13,10,3,7,10,5.823343791,6.800001828,7.716829387,7.795803575,7.950014161,4.781000986,6.810185456,6.983829181,7.409696478,7.710464323,7.582506526,4.329763875,6.854943349,7.323437745,7.323891208,5.734887799,7.06881643,7.695122535,2.29E-218,13.7,655
Q20624-2;Q20624,F49E2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,NA,3.436782625,NA,NA,NA,NA,4.077258864,NA,NA,NA,NA,NA,4.405209714,4.229272179,NA,NA,3.049334336,NA,3.39E-07,10.3,389
Q20626;Q565D2;Q565D1;O45541;Q20625;O45544;Q6BEV6;D0VWM5;O45542;O45543;Q8I4I3,,0.503159322,-0.368712484,-0.454807592,-0.537246361,-0.743730376,0.560025872,-0.396488333,-0.800661803,-0.679243619,-0.693230456,-0.523561956,0.668294784,-0.296310561,-0.47342327,-0.679063417,0.493215283,-0.078746447,-0.370722275,37,34,28,31,25,32,30,27,29,34,28,38,35,30,27,35,30,24,54,50,39,44,33,52,42,37,37,51,44,65,55,48,37,57,44,34,7.245981256,6.658373953,6.599413606,6.51355052,6.329987387,7.051731196,6.74196268,6.44302817,6.530711838,6.92760644,7.101609617,7.046339056,6.68464791,6.384729652,6.003934206,7.405568318,6.590953235,6.531670475,0,60.2,1215
Q20627;Q4TT88,pam-1,-0.529870909,0.372766724,0.176103932,0.349823666,0.392989334,-0.287826867,0.261223518,0.366038775,0.563326431,0.665157169,0.573703037,-0.460899797,0.161136955,0.155469723,0.220362055,-0.488823464,0.025265127,0.221202689,21,18,18,20,19,15,20,19,19,19,20,18,21,18,17,18,17,20,40,34,36,38,42,27,42,36,39,47,41,41,52,40,35,32,30,36,7.355470677,6.960209076,7.263730727,7.031529646,7.057285644,6.847776187,7.211734423,7.083466785,7.172807188,7.496015839,7.628072035,7.094366298,7.162175937,7.030559245,6.83305782,7.25163822,6.863162201,7.016782712,0,47.3,884
Q20628,cdd-2,-0.0614306,0.549873543,NA,0.133052469,-0.149779631,0.786347879,1.071572823,0.759380371,0.257545308,0.291998218,0.030943473,0.140905077,0.474331993,NA,NA,-0.266516713,NA,0.081522169,2,2,1,2,1,2,2,2,2,2,1,2,2,1,0,2,2,2,2,2,1,2,2,2,3,3,2,3,2,3,2,1,0,2,1,3,6.759085878,5.966507794,5.895433597,6.71586134,6.158241838,6.451156789,7.045401223,6.424489615,6.549542728,6.923166274,6.404063615,6.922076385,7.000347297,6.401193685,NA,6.615865919,5.785037834,6.169439299,2.30E-89,43.4,166
Q20633,nprl-2,NA,0.001270131,-0.09085343,-0.123666196,0.120670638,NA,NA,0.525704144,NA,0.463290574,NA,NA,-0.102993993,-0.359071312,1.838770143,NA,-0.007626092,NA,1,2,2,3,3,1,1,2,1,2,1,1,2,2,1,0,2,1,1,2,2,4,3,1,1,2,1,2,1,1,3,3,2,0,3,1,4.253919261,4.540066566,5.10130018,5.906615141,4.93336579,4.1430148,4.158995377,4.702594228,5.080410007,5.659535907,4.449540106,3.364982262,5.781310084,5.911913635,5.931940717,NA,5.034146977,5.882274021,1.56E-12,12,433
Q20634,,NA,0.285530264,0.234991509,NA,NA,0.065959128,-0.410341105,-0.606347467,-0.843662316,-1.003242417,NA,NA,NA,NA,-0.54072166,0.194839643,-0.156655489,NA,1,3,2,1,1,2,2,2,2,2,0,1,1,1,3,2,2,1,1,4,2,1,1,2,2,2,2,2,0,1,1,1,2,2,2,1,7.606467356,7.182899468,6.775581324,6.627898156,6.67329744,7.622566291,7.645785667,7.433881792,7.128302317,7.450910826,NA,7.093771781,6.848250715,6.87226119,6.705144993,7.825568912,7.031125576,6.840526378,5.81E-20,31.5,146
Q20636,gpb-2,-0.412076939,-0.671927385,-0.381283373,-0.564426949,-0.573471479,-0.086783766,-0.358508792,-0.888772468,-1.12551886,-1.346871814,-0.556993385,-0.144307467,-1.255500733,-0.421048212,NA,-0.416299305,-0.191941593,-0.537345771,4,4,2,2,5,2,2,3,3,1,1,3,2,2,1,3,3,4,5,6,2,2,6,3,4,4,4,2,2,3,2,2,1,4,4,5,6.18130038,5.982786652,5.469498015,5.716979409,6.072617477,5.735670744,5.926522508,5.623404368,5.462966701,5.369048789,5.87606766,6.09684052,5.20776897,5.615708125,4.360669134,6.081563321,5.372985606,5.845004967,7.74E-76,22.2,356
Q20637,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56E-55,30,110
Q20641,nmy-1,-0.317188278,0.042976917,0.462216904,0.73048803,0.759746738,-1.337539842,0.413172819,0.622798495,0.766234623,0.859797229,0.996512896,-1.44948214,1.44E-05,0.500564821,0.648394284,-0.408277085,0.328942189,0.695792715,47,47,50,51,53,34,53,55,54,54,49,37,48,49,37,45,49,48,91,89,119,114,119,57,104,112,116,123,104,64,118,110,87,82,89,101,7.187295055,6.762355911,7.337439293,6.867985739,7.029992175,6.262593458,7.19851963,7.095308861,7.157275396,7.420285885,7.422442096,6.333870279,6.801582057,6.767155866,6.684037037,7.261096258,6.833230009,7.008813009,0,57.9,1963
Q20643,,-1.710172748,0.331281768,0.676111173,0.929253478,0.906196466,-1.978085776,0.305663566,0.538471441,0.765817542,0.762142633,0.688868941,-2.023042393,0.418639111,0.586839224,0.744704733,-2.67802682,0.068816206,0.90123012,9,8,9,8,10,4,10,9,10,10,8,7,8,9,8,3,10,10,9,11,17,21,19,5,16,19,20,22,10,9,21,17,17,3,15,12,6.406863652,6.221753194,7.135387108,6.625281576,6.585043155,5.35222112,6.680199492,6.437211323,6.920843074,6.975330691,6.869120197,5.614380393,6.658488381,6.48221593,6.585990584,5.519932947,6.337299491,6.399154334,5.49E-196,62.5,301
Q20644,,NA,0.595816225,0.670589329,0.534370257,0.648846617,-0.915176678,-0.255682003,0.488248611,0.614911385,0.973355725,NA,0.060938956,0.719019938,0.39242112,0.344648171,NA,0.346096173,0.529739076,1,5,5,4,4,2,6,6,6,2,1,3,3,3,3,0,5,6,1,5,5,4,4,2,6,6,6,2,1,3,3,3,3,0,5,5,4.726678318,5.105884709,5.228426025,5.081671287,5.22284648,4.525938404,5.32966224,5.357706211,5.562138157,5.405226797,5.150725747,4.833006789,4.943138229,4.840219047,4.297629218,NA,4.946118064,5.319251841,8.50E-208,22,1425
Q20646;Q20646-2,cep-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37E-39,10.1,644
Q20647,rpl-25.2,0.080499733,0.213102585,0.148512791,0.117458676,0.074182828,-0.467488174,-0.01678155,0.110775689,-0.021763974,-0.286999397,-0.330328927,-0.154323965,0.267739485,0.034470575,-0.201006466,-0.017066724,0.029661686,0.122130133,6,5,6,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,82,26,49,34,23,25,26,25,18,20,24,28,45,28,37,37,25,24,8.254403046,7.80827851,7.75709222,7.623642046,7.814673688,7.728897325,7.964320927,7.846516484,7.903784303,8.044892383,8.026247181,7.868450461,7.87279704,7.613831255,7.294554399,7.949750955,7.70433072,7.839440336,2.37E-242,71.2,146
Q20655;Q95ZT1,ftt-2,-0.08024833,-0.502636117,-0.547647242,-0.323427718,-0.267955212,-0.158724796,-0.096531743,-0.077926579,-0.10795563,-0.10701825,-0.089498151,-0.54399072,-0.756083908,-0.389126227,-0.222557291,-0.200127654,-0.025170576,-0.078063256,10,9,8,10,10,9,10,10,9,9,8,9,9,9,9,9,9,8,62,37,42,43,57,61,69,70,57,56,39,47,42,34,29,34,28,54,8.395989998,7.852449494,7.727655102,7.90299226,7.964358644,8.03120642,8.125871467,7.98312541,7.909598815,8.296401902,8.295391148,7.940097926,7.819293815,7.731346976,7.413718765,8.259761067,7.712060142,7.961995028,0,70.2,248
Q7JP52;Q20660,hsp-17,-0.944033813,-1.084744621,-0.808755717,-0.486147994,-0.725784775,-1.05025789,0.170004352,0.160959517,-0.251688799,-0.46456372,-0.739329676,-0.468739698,-0.882838656,0.085328331,0.036585065,-0.124460486,0.380671511,0.611975824,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,7,12,9,10,12,14,12,11,10,13,14,14,9,12,11,9,7.509538534,7.011950866,6.86193447,7.183924352,7.08350262,7.127169614,7.644438589,7.643778275,7.41447195,7.582245228,7.530148451,7.213358354,7.255489598,7.248095931,6.775756038,7.685741739,7.40563659,7.598199377,5.94E-59,45.9,148
Q20666,vha-18,NA,NA,NA,1.350375345,1.378719386,NA,NA,NA,1.212433804,NA,NA,NA,1.096221285,1.537759174,NA,NA,NA,1.653309697,0,0,0,2,2,0,1,1,1,1,0,0,2,2,1,0,1,2,0,0,0,2,2,0,1,1,2,0,0,0,2,2,1,0,1,2,NA,NA,NA,4.69980305,4.873831919,NA,4.253895057,4.084647761,4.879118827,4.805718291,NA,NA,4.756270874,4.866606295,4.404799519,NA,4.016281025,4.879766596,3.32E-36,9.1,451
Q20675,,-0.916858765,-1.029417547,0.587142617,0.632025142,0.621488377,-0.084472517,0.156755777,0.681515396,0.912428536,1.364496332,1.475575194,-0.632268215,-0.684818738,-0.029841557,-0.185739709,-0.754203396,0.113566912,0.449059945,5,3,6,4,5,4,5,7,6,8,6,3,3,3,2,4,5,5,7,6,9,5,8,7,7,10,8,14,12,5,4,4,3,6,9,7,6.096631976,5.237166583,6.345471754,5.73715287,5.988813038,5.639147687,5.871619631,6.199206479,6.380952528,7.092475013,6.872989086,5.683938139,5.533467005,5.554707161,5.216482597,5.719555007,5.906426633,6.015108161,0,46.7,345
Q8WQF1;Q20676,pccb-1,-0.72368961,-0.260989139,0.142003086,-0.184470737,-0.366699889,0.354759487,0.537172866,0.605310265,0.502729988,0.554972569,0.475595254,-0.649109565,-0.206393169,-0.00662118,-0.463727072,-0.956577119,0.011937056,-0.062121712,7,7,7,8,8,9,9,10,9,9,8,9,9,8,8,7,8,7,21,23,25,27,23,26,25,24,22,26,29,24,28,26,26,20,25,19,7.445012288,7.339590552,7.624333672,7.227320983,7.31344537,7.552242228,7.742033479,7.574806515,7.572976099,7.786389359,7.989636666,7.200001865,7.217483944,7.136625456,6.941123674,7.37650396,7.232131741,7.357229498,0,38.3,522
Q20677,wrt-2,-0.160920188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.203169706,NA,NA,NA,-0.457751869,NA,NA,2,0,1,1,1,1,1,1,0,0,0,4,0,0,0,1,1,0,2,0,1,1,1,1,1,1,0,0,0,4,0,0,0,2,1,0,6.000043427,NA,3.279849382,4.502932137,4.376759395,5.570718023,5.844079356,4.88159576,NA,NA,NA,6.282599457,NA,NA,NA,5.464042205,4.519263438,NA,1.59E-41,19.4,454
Q20678,sec-3,-0.227248184,-0.437227739,-0.15367565,0.042724265,-0.196984664,-0.153805336,0.075383194,-0.145090477,-0.246712101,-0.089091319,-0.152378145,-0.272023189,-0.313361959,-0.290778251,0.49597969,-0.290424404,-0.3934162,0.051892594,5,4,5,4,3,2,3,4,3,4,3,6,5,5,3,5,5,4,5,6,5,4,4,3,4,6,4,5,4,8,6,5,3,5,6,4,5.894432376,5.186419489,5.530660651,5.158422807,5.276553709,4.887431617,5.293583513,5.303735889,5.104179719,5.144106973,5.529301998,5.401400541,5.130719637,5.341810289,4.717129378,5.853698212,5.693207947,5.284723925,1.02E-42,18,848
Q20679,let-268,0.447072124,-0.678522677,-1.00252251,-1.037171338,-1.133826527,0.165385857,-0.096801582,-1.114300386,-1.764728309,-1.173511248,-0.768671318,0.483823442,-0.445514838,-0.701415981,-0.573665363,0.581410633,0.243267029,-0.450696596,12,9,7,6,7,8,9,7,7,7,5,10,6,7,3,10,8,5,16,11,10,7,7,9,9,7,7,7,6,12,5,7,3,12,10,5,6.293716035,5.407560849,5.299790489,5.109477301,5.494697123,5.728710812,5.802328944,5.09509958,5.39543124,5.476367824,5.456866853,5.721942449,5.203440867,5.142358176,4.179752807,6.519644265,5.39054654,5.358087204,1.31E-126,33.7,730
Q20680,F52H3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46354917,-0.958582874,-0.99486932,NA,NA,NA,NA,0,0,0,0,1,1,1,0,1,0,0,2,3,2,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,2,3,2,0,1,1,1,NA,NA,NA,NA,3.65850745,3.941372277,4.200193637,NA,4.831152821,NA,NA,4.952976386,4.760904765,4.352105303,NA,4.889268078,3.167553621,4.772446402,5.84E-13,7.8,638
Q20683,F52H3.5,-0.105007525,-0.55924706,-1.274768566,NA,NA,0.996196304,0.322415087,0.36210231,-0.083655897,-0.757620689,-0.593114696,0.517647325,-0.181802255,-1.494620415,-1.420886575,0.247508291,-0.93659083,-0.722728309,4,3,3,1,1,5,4,4,4,5,3,4,5,3,3,4,4,3,7,6,5,1,1,7,8,7,8,6,4,8,6,4,4,6,5,4,7.070887144,6.110252917,6.086324231,5.130880314,5.140350889,6.572650915,6.584489532,6.354300562,6.389821463,6.528993787,6.390069186,6.856698688,6.462622575,5.91417385,5.812960124,7.001387523,6.001041058,5.949336326,6.14E-70,46.4,179
Q20684,lec-2,-1.428892762,-0.411751629,-0.212880566,-0.040120917,0.098520991,-1.731791479,-0.527971113,-0.655443425,-0.054501216,-0.06502077,0.073620975,-2.077721539,-0.674008609,0.243181648,0.301870443,-1.693498109,-0.33193447,0.236197527,11,24,24,19,17,10,12,11,11,11,11,12,19,24,23,12,17,16,32,72,67,66,51,27,40,43,39,36,38,27,67,77,61,35,42,48,7.584613876,7.646433136,7.894797729,7.52305677,7.707212374,7.194625329,7.651878631,7.536242707,7.734615835,7.891492855,7.967065679,6.951468662,7.424702004,7.59571662,7.313825054,7.505272106,7.385802823,7.658097293,0,46.5,1245
Q20693,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.38E-22,33.3,87
Q20696,F53B1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00028714,2.7,483
Q20697,,0.904467101,NA,NA,NA,NA,1.758574689,0.316240675,NA,NA,NA,NA,1.547046176,-1.693498109,NA,NA,0.711676878,NA,NA,6,1,2,2,1,4,3,1,0,2,0,8,2,3,3,2,1,1,6,1,1,1,1,5,3,1,0,1,0,11,2,1,1,2,1,1,6.537781329,4.494168513,4.89114703,4.198876927,4.455849432,6.430268606,5.922777342,4.584613876,NA,4.402244182,NA,6.497316744,4.633337137,4.32776749,4.485792384,6.463579467,4.841027678,4.684692793,1.27E-91,39.5,342
Q20709,tra-4,NA,NA,-0.867342995,-1.096734127,NA,NA,NA,NA,NA,NA,NA,-0.561301694,NA,-0.318808503,NA,-0.966282794,NA,NA,1,1,3,2,1,1,1,1,1,1,0,2,2,2,0,2,0,1,1,1,3,2,1,1,1,1,1,1,0,2,1,2,0,2,0,1,4.82087111,4.185542155,5.202215776,4.835430551,4.392855169,4.599926718,4.688482114,4.294796781,4.25818216,4.671478316,NA,5.01140126,4.466496904,4.793245429,NA,5.235932254,NA,4.464593861,1.39E-15,9.8,543
Q20713,,-1.831147604,-1.739848103,-2.555865225,NA,NA,-0.843983844,-0.313942357,NA,NA,NA,-1.990410344,NA,-1.163949504,-0.633756681,0.273500074,-2.198557015,-2.441988016,-2.348685669,2,2,3,1,0,1,2,0,1,1,2,1,2,1,2,2,2,1,3,3,4,1,0,3,4,0,1,1,2,1,2,2,2,4,4,5,5.76006042,5.383366483,5.646589953,5.09805504,NA,5.322674032,6.090187488,NA,4.562887381,5.062130535,5.329804522,5.357305808,4.856595984,5.165392727,5.135037192,5.982402406,5.205366788,5.362953459,6.43E-10,10.6,339
Q20716,,-0.045722536,-0.183073576,-0.518535139,-0.317535622,-0.157173094,-0.569296646,-0.07819992,-0.405883473,-0.515712452,-0.619741659,-0.661840791,-0.362890643,-0.593784005,-0.522658421,-0.092072095,-0.202135581,-0.15924166,-0.479230561,8,7,7,6,6,6,6,6,6,5,4,7,6,6,7,7,7,6,15,14,13,13,11,10,14,12,11,11,7,17,14,13,15,13,15,11,6.889329721,6.398113692,6.436671412,6.108429708,6.186899857,6.200686376,6.657648538,6.334292872,6.257030249,6.39079385,6.130430268,6.342205479,5.993286296,5.941993163,5.846813214,6.95708026,6.344588743,6.159717546,1.05E-51,57.3,267
Q20719,F53F4.10,0.235840713,-0.005184376,-0.011209361,-0.371056968,-0.513389678,0.21841367,0.107943213,-0.081748651,-0.437547355,-0.398131432,-0.427177055,0.033259468,0.003596791,-0.231309516,0.100406706,0.083263503,-0.128425389,-0.350949786,6,4,5,5,6,6,6,5,5,4,5,5,5,5,6,6,5,5,18,10,10,12,11,15,16,12,14,11,11,21,15,13,13,15,12,11,7.329702897,6.915805972,6.878107985,6.651684974,6.581756292,6.913326322,6.988322572,6.807034151,6.809876062,6.846912079,6.787722531,7.019697731,6.913092961,6.624075731,6.538234309,7.210131168,6.548782378,6.776919003,2.10E-130,59.8,239
Q20720,,0.569564844,0.087442103,-0.462366483,-0.782408565,-0.955833538,0.044344978,-0.339707507,-0.925087955,-1.479127064,-1.249688045,-1.667937528,1.117004878,-0.188147687,-0.379842727,-0.575021826,0.853996549,0.139521823,-0.292428393,15,9,11,13,10,13,12,10,11,8,8,14,12,7,9,18,15,12,21,16,17,16,11,16,18,17,15,11,11,25,18,11,16,29,20,18,7.038262407,6.270376005,6.707544629,5.824815469,5.881903674,6.470322271,6.414003455,6.127266818,6.336019212,6.179724096,6.175366831,6.713843212,6.212879792,6.54372047,6.565930421,7.475220683,6.659298055,6.312325482,1.64E-230,54.5,543
Q20724,,-0.462575888,-0.721766366,-0.972325042,-0.706110557,NA,-0.279887255,-0.798755614,-0.971663103,-1.530220599,NA,-1.136453909,0.533409421,-0.689835877,-0.496615738,NA,0.238170095,-0.163369914,0.188446767,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,3,3,2,2,1,3,2,2,2,1,2,3,2,2,1,3,2,2,6.585223777,6.054498147,5.669456353,6.26223745,5.798194708,6.462592638,5.953005423,6.073278336,5.411030147,5.89594714,6.424653,6.675448372,6.076057596,6.231393123,5.701680214,6.959689963,5.899864258,6.233021507,1.42E-43,28.1,114
Q20728,F53F4.3,-0.552180304,-0.13395801,0.162928692,0.503793334,0.59970254,-0.654435541,0.053673376,0.251178138,0.386826708,0.319585618,0.335498955,-0.759752394,-0.170053235,-0.211884402,0.356642492,-0.499271883,0.106094211,0.436314687,5,6,7,5,6,3,5,6,4,5,5,6,5,6,8,7,7,5,8,10,9,9,7,4,7,9,6,8,7,9,8,7,11,11,10,5,6.444247836,6.310502138,6.606778928,6.21769446,6.292809665,5.876916077,6.421817731,6.399621811,6.482087142,6.590852976,6.395204039,5.895566182,5.994009033,5.836640542,5.975183569,6.790812754,6.207311151,6.343940058,3.33E-74,54.6,229
Q20736,apm-3,-0.134089481,-0.492212122,NA,-0.215864939,-0.456701031,-0.19093086,0.1882495,-0.378622596,-0.556601082,-0.630405471,-0.455018097,0.012271671,-0.455649427,-0.42932137,NA,-0.196858801,NA,-0.455754622,2,2,0,3,3,3,3,2,3,2,3,3,2,3,1,2,1,3,2,2,0,3,4,2,4,3,4,3,5,4,2,3,1,3,1,6,5.582586021,4.932468691,NA,4.946742026,5.232029938,4.992102643,5.675411694,5.129786535,5.449216046,5.420797101,5.757965098,5.374418377,4.897170567,4.933912263,4.511121007,5.249565212,4.695962986,5.40647205,1.18E-18,10.6,414
Q20737,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.14E-13,19.9,201
Q20738,,0.254100106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5.150357258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.798975037,NA,NA,3.970727995,5.30790233,NA,NA,7.71E-08,24.2,99
Q20741,bra-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,NA,5.510879985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.755348812,4.489480352,NA,NA,NA,1.44E-09,15.8,183
Q20745;Q20745-2,unc-84,-0.870897309,-0.735522177,-0.435628594,-0.313942357,-0.21424917,-0.70017335,-0.4826418,-0.703455127,-0.443394475,-0.442333123,-0.212880566,-1.048375705,-1.346644922,-0.42878559,-0.139469495,-0.998195503,-0.918767849,-0.645056013,9,9,7,6,8,8,10,9,8,5,4,8,8,6,6,8,7,8,11,13,9,10,11,10,13,11,9,7,8,12,9,9,10,14,9,11,6.018242667,5.589625713,5.89300122,5.6088682,5.519526113,5.529456021,5.932057536,5.492886051,5.699352015,5.792888742,5.80307455,5.639107811,5.282508824,5.445090218,5.391728822,5.774538862,5.340146551,5.505095688,1.92E-147,16,1111
Q20748,atad-3,0.550655211,0.015082595,-0.017066724,-0.022616379,-0.019203734,-0.079019633,-0.317998618,-0.439995398,-0.363114995,-0.356481902,-0.325156118,0.354501227,0.075611224,-0.190425227,-0.213378391,0.295482115,0.002599191,-0.076285443,17,16,14,16,17,15,16,16,18,16,16,16,16,17,15,16,16,17,53,45,42,44,56,46,47,43,49,58,37,58,59,47,49,55,46,46,7.433081456,6.700487381,7.160228357,6.580594284,6.76316584,6.625075686,6.826178502,6.618299182,6.786190451,7.073681699,6.919083325,7.037306951,6.85909024,6.579623564,6.434361287,7.54273831,6.678582107,6.679418811,0,68.9,595
Q20751,iff-2,0.444419406,-0.147697444,-0.138814469,-0.452173687,-0.481608943,0.687009618,-0.568907674,-0.99667798,-0.851918907,-0.731617723,-0.455018097,0.814488623,-0.08106688,-0.44911232,-0.356481902,0.932526487,-0.171206827,-0.358621314,9,7,8,6,7,8,8,8,8,6,6,8,9,8,6,8,7,7,30,28,34,27,23,34,24,26,22,36,26,38,35,33,31,34,24,22,8.549224034,7.949775333,8.016573746,7.438827039,7.624333672,8.288740939,7.989899009,7.754783941,7.615508172,8.089092256,7.877371346,8.207365037,7.823611147,7.597793878,7.259187583,8.642573328,7.611648973,7.733076834,0,88.2,161
Q20752,stc-1,0.551839082,0.203020236,-0.286999397,-0.40152125,-0.290306435,0.313943275,0.014951393,-0.226631832,-0.519642543,-0.602266827,-0.84831747,0.425229992,-0.085016673,-0.115965432,-0.084200362,0.618295787,-0.037733627,0.328344301,4,2,5,3,4,4,5,4,3,3,3,5,4,3,5,6,5,4,5,3,5,5,5,4,6,5,3,3,3,7,7,4,5,6,5,4,5.927760334,4.747139803,5.616675023,5.72582999,5.553105939,5.942057684,5.985588125,5.498985598,5.189546457,5.702611455,5.826334006,6.236260071,6.188084374,5.687475451,5.396774537,6.226496796,4.899459352,5.419410474,1.09E-65,29.8,450
Q20753,,-1.107888695,-0.016353684,-0.42234066,-0.750435,-1.059355278,-0.334453862,-0.381172605,-0.41824393,NA,-2.327284963,-1.877390894,-1.871212824,0.237268501,0.718758738,-1.001297842,-1.414893223,0.127919863,0.147873284,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,3,2,3,2,2,2,3,3,3,2,1,3,2,2,3,2,3,3,3,3,6.570204245,6.320270946,6.535699104,6.185372143,6.094610863,6.340463945,6.662682296,6.243385345,5.939494292,6.185400483,6.130719637,5.835348073,6.409713386,6.283436925,6.149095891,7.058236169,6.641097162,6.605509752,6.69E-43,77.8,81
