Uniprot ID,Gene Name,Log2 Ratio L/H AgWTD01.1,Log2 Ratio L/H AgWTD01.2,Log2 Ratio L/H AgWTD01.3,Log2 Ratio L/H AgWTD01.4,Log2 Ratio L/H AgWTD06,Log2 Ratio L/H AgWTD12.1,Log2 Ratio L/H AgWTD12.2,Log2 Ratio L/H AgWTD12.3,Log2 Ratio L/H AgWTD12.4,Log2 Ratio L/H AgWTD17,Log2 Ratio L/H AgDAF2D01,Log2 Ratio L/H AgDAF2D06,Log2 Ratio L/H AgDAF2D12,Log2 Ratio L/H AgDAF2D17,Log2 Ratio L/H AgDAF2D22,Log2 Ratio L/H AgDAF2D28,Log2 Ratio L/H AgDAF16D01,Log2 Ratio L/H AgDAF16D06,Log2 Ratio L/H AgDAF16D12,Log2 Ratio L/H AgHSF1D01,Log2 Ratio L/H AgHSF1D06,Peptides AgWTD01.1,Peptides AgWTD01.2,Peptides AgWTD01.3,Peptides AgWTD01.4,Peptides AgWTD06,Peptides AgWTD12.1,Peptides AgWTD12.2,Peptides AgWTD12.3,Peptides AgWTD12.4,Peptides AgWTD17,Peptides AgDAF2D01,Peptides AgDAF2D06,Peptides AgDAF2D12,Peptides AgDAF2D17,Peptides AgDAF2D22,Peptides AgDAF2D28,Peptides AgDAF16D01,Peptides AgDAF16D06,Peptides AgDAF16D12,Peptides AgHSF1D01,Peptides AgHSF1D06,Ratio Count AgWTD01.1,Ratio Count AgWTD01.2,Ratio Count AgWTD01.3,Ratio Count AgWTD01.4,Ratio Count AgWTD06,Ratio Count AgWTD12.1,Ratio Count AgWTD12.2,Ratio Count AgWTD12.3,Ratio Count AgWTD12.4,Ratio Count AgWTD17,Ratio Count AgDAF2D01,Ratio Count AgDAF2D06,Ratio Count AgDAF2D12,Ratio Count AgDAF2D17,Ratio Count AgDAF2D22,Ratio Count AgDAF2D28,Ratio Count AgDAF16D01,Ratio Count AgDAF16D06,Ratio Count AgDAF16D12,Ratio Count AgHSF1D01,Ratio Count AgHSF1D06,log abs.LFQ AgWTD01.1,log abs.LFQ AgWTD01.2,log abs.LFQ AgWTD01.3,log abs.LFQ AgWTD01.4,log abs.LFQ AgWTD06,log abs.LFQ AgWTD12.1,log abs.LFQ AgWTD12.2,log abs.LFQ AgWTD12.3,log abs.LFQ AgWTD12.4,log abs.LFQ AgWTD17,log abs.LFQ AgDAF2D01,log abs.LFQ AgDAF2D06,log abs.LFQ AgDAF2D12,log abs.LFQ AgDAF2D17,log abs.LFQ AgDAF2D22,log abs.LFQ AgDAF2D28,log abs.LFQ AgDAF16D01,log abs.LFQ AgDAF16D06,log abs.LFQ AgDAF16D12,log abs.LFQ AgHSF1D01,log abs.LFQ AgHSF1D06,Posterior Error Probability,Sequence Coverage (%),Sequence Length (Amino Acids),log abs.LFQ AgWTD01.1 Corrected,log abs.LFQ AgWTD01.2 Corrected,log abs.LFQ AgWTD01.3 Corrected,log abs.LFQ AgWTD01.4 Corrected,log abs.LFQ AgWTD06 Corrected,log abs.LFQ AgWTD12.1 Corrected,log abs.LFQ AgWTD12.2 Corrected,log abs.LFQ AgWTD12.3 Corrected,log abs.LFQ AgWTD12.4 Corrected,log abs.LFQ AgWTD17 Corrected,log abs.LFQ AgDAF2D01 Corrected,log abs.LFQ AgDAF2D06 Corrected,log abs.LFQ AgDAF2D12 Corrected,log abs.LFQ AgDAF2D17 Corrected,log abs.LFQ AgDAF2D22 Corrected,log abs.LFQ AgDAF2D28 Corrected,log abs.LFQ AgDAF16D01 Corrected,log abs.LFQ AgDAF16D06 Corrected,log abs.LFQ AgDAF16D12 Corrected,log abs.LFQ AgHSF1D01 Corrected,log abs.LFQ AgHSF1D06 Corrected
Q9XUW6;Q1ZXS6,ric-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00019776,2.7,694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1ZXU2,add-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.34E-144,27.6,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1ZXU7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78E-55,32.5,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q1ZXU8;Q21812,acl-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.587475237,4.266325791,NA,NA,NA,NA,NA,NA,NA,6.27E-55,28.8,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.37873466,4.326201,NA,NA,NA,NA,NA,NA,NA
Q1ZXU9;Q1ZXV0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.30E-09,15.3,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q20005;Q8WT52,erp-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14E-59,20.8,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q20007,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67E-10,3.9,1190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q20012,dhs-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66E-88,45,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q20014,tag-290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.66E-68,37.4,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q20022,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.06E-13,15.1,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q20024,syx-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95E-70,23.5,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q20025,pfn-2,NA,-0.472175804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,1,0,1,0,0,0,1,2,1,1,1,0,1,0,0,0,1,1,2,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,6.603003556,6.230039981,NA,NA,5.977389756,NA,6.246326208,NA,NA,NA,6.087177812,6.352626237,7.156609718,6.3038222,6.815796832,NA,5.415991076,NA,NA,NA,4.686108719,2.94E-79,59.5,131,6.208065298,5.930027526,NA,NA,5.727410524,NA,5.745502188,NA,NA,NA,6.232432717,6.629671294,5.947869141,6.363697408,7.022806891,NA,5.688704485,NA,NA,NA,4.821480223
Q20026-2;Q20026;Q20026-3,chtl-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09E-08,4.1,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q20027,F35C8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58E-13,10.3,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q20033,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68E-43,24.1,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q20034,,0.180789628,-0.69937395,-0.681134379,-0.930775178,0.354575011,0.772283565,0.289298243,0.465041973,0.505471743,0.507951993,-0.153935011,-0.14182513,0.832590686,1.497404614,1.478748205,1.391834201,-0.541019153,0.143771202,0.407459244,-0.850799423,0.703618951,6,6,3,2,4,2,6,6,5,5,2,2,6,5,5,4,3,2,3,3,5,11,9,4,2,6,2,10,9,7,6,3,4,13,7,7,7,4,2,6,5,11,7.231265648,6.711942135,6.055607652,5.619437707,6.549003262,6.240049772,7.328624207,6.590440557,6.703618051,6.661490867,6.420417869,6.559679249,8.16184696,7.048247532,7.222039797,6.715443411,6.483701382,5.983815658,7.191367166,6.309949384,6.981628364,1.72E-110,67.8,174,6.83632739,6.411929679,6.373573435,6.321611831,6.29902403,5.852210929,6.827800188,6.849368079,6.968686983,6.845822714,6.565672774,6.836724306,6.953106383,7.10812274,7.429049855,6.98741202,6.756414791,6.418273195,7.420607596,6.589140093,7.116999868
Q20040;Q8MQ61,pqn-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44E-14,7,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q20043,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.85E-05,7,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q20048,mlcd-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01E-92,35.3,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q20049,idhg-1,0.49130768,0.055786227,-0.444455046,NA,-0.605020153,0.54867018,0.425326857,0.595794422,0.299933211,0.682093969,0.452254061,-0.172615522,-0.064331046,1.248930535,1.543887773,1.425772519,-0.474981088,-0.27369491,0.507500721,-0.29172142,-0.044883678,7,7,6,4,8,7,7,5,6,5,5,5,6,4,5,7,5,4,5,6,6,10,9,6,1,7,7,8,3,4,4,6,6,10,4,8,5,4,2,5,5,4,6.828750097,6.458758679,6.130623202,4.922164716,6.618445582,6.842715304,6.806288534,5.96321626,6.160348461,6.339033841,6.13519628,6.030478281,7.071587471,6.459663837,6.428150999,6.125806458,6.063633545,5.24990733,6.323540846,6.015066214,6.033463966,4.26E-63,21.5,396,6.433811839,6.158746224,6.448588985,5.624338841,6.36846635,6.454876461,6.305464515,6.222143782,6.425417392,6.523365688,6.280451184,6.307523337,5.862846894,6.519539045,6.635161057,6.397775067,6.336346954,5.684364867,6.552781276,6.294256923,6.16883547
Q20051,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38E-24,36.5,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q20053,asb-1,0.396859135,-0.376846014,NA,-0.584192858,-0.432104223,0.938154693,0.527803396,1.11713005,0.833773033,0.543130784,1.140793732,NA,0.1827042,1.831152613,1.806518402,1.964432392,NA,NA,0.610895806,-0.243790925,-1.573083631,8,8,1,1,6,11,8,6,7,3,3,1,7,6,6,6,2,2,4,3,2,9,9,1,2,6,13,14,6,9,3,3,1,14,5,9,7,1,1,4,2,2,6.254741376,5.896972408,4.368138065,5.114711041,5.821251432,6.04453976,6.322157248,5.507194485,5.571988181,4.943464836,5.41894728,4.840971311,7.06160325,6.091279964,6.009578361,5.870064297,4.364513474,3.057856209,4.953194113,4.933396168,4.162773439,1.15E-237,60.1,301,5.859803118,5.596959953,4.686103848,5.816885165,5.571272199,5.656700917,5.821333229,5.766122008,5.837057112,5.127796683,5.564202184,5.118016367,5.852862673,6.151155172,6.216588419,6.142032906,4.637226882,3.492313746,5.182434543,5.212586877,4.298144943
Q20057,,-2.020199923,NA,NA,NA,NA,NA,0.588183303,NA,0.739299839,NA,NA,NA,0.830177594,1.975396633,2.111165201,NA,NA,NA,NA,NA,0.489301333,2,0,0,0,0,0,2,1,1,0,0,1,2,1,1,0,0,0,0,0,1,2,0,0,0,0,0,3,1,2,0,0,1,2,2,2,0,0,0,0,0,2,5.174321527,NA,NA,NA,NA,NA,6.389343311,5.047002131,5.453012391,NA,NA,4.849050691,6.240998286,6.404217745,6.282055371,NA,NA,NA,NA,NA,5.784581635,2.64E-38,40.7,113,4.779383269,NA,NA,NA,NA,NA,5.888519292,5.305929653,5.718081323,NA,NA,5.126095747,5.032257709,6.464092953,6.489065429,NA,NA,NA,NA,NA,5.919953139
Q20058,,-1.849518948,-2.441005335,-2.372004844,-2.130799111,-1.577537593,0.93453798,0.641738786,0.801530992,0.670176041,1.006709684,-2.176610006,-0.835843249,1.438815635,2.096776583,1.879435719,2.008450037,-2.237747256,-1.423739507,0.492362638,-1.773025765,0.010788315,6,6,4,4,7,13,13,5,6,5,4,5,14,9,9,9,4,4,6,5,6,9,10,5,6,11,19,20,8,13,10,4,7,38,18,19,16,6,6,8,7,12,6.049256797,5.961064969,5.739801693,5.232640402,6.275955982,7.15424133,7.001863463,6.208091845,6.291524245,6.114344055,5.229912108,5.556760681,7.81999116,6.754676991,6.699829057,6.649140064,5.085040707,5.234264124,6.193291603,5.32170197,6.266490408,7.94E-178,40.5,491,5.654318539,5.661052514,6.057767476,5.934814527,6.025976749,6.766402487,6.501039443,6.467019367,6.556593177,6.298675901,5.375167013,5.833805738,6.611250583,6.814552199,6.906839115,6.921108673,5.357754116,5.668721661,6.422532033,5.600892679,6.401861913
Q20059,F35G12.4,-1.61805067,-1.980975813,NA,NA,NA,0.941032447,0.59331096,0.750663889,0.856893973,NA,NA,NA,1.392061367,1.043140421,1.768616747,1.095974555,NA,NA,1.122271453,NA,0.557645642,2,5,0,0,0,13,6,2,2,0,0,1,8,3,2,2,0,0,2,1,2,2,5,0,0,0,12,6,4,2,0,0,1,11,3,2,2,0,0,2,1,3,4.491725788,4.668600215,NA,NA,NA,6.044735697,5.803689224,5.070739563,4.63905796,NA,NA,4.372654294,6.856372369,5.014562538,5.059676994,4.731524301,NA,NA,4.263328285,3.830453933,4.870561908,7.22E-176,46.7,683,4.09678753,4.36858776,NA,NA,NA,5.656896854,5.302865204,5.329667085,4.904126892,NA,NA,4.649699351,5.647631792,5.074437746,5.266687052,5.00349291,NA,NA,4.492568715,4.109644642,5.005933413
Q20059-2;Q20059-3,F35G12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,0,0,0,12,5,2,2,0,0,1,7,3,2,2,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41936087,2.25E-156,46.5,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.554732374
Q20060,smc-4,-1.927062066,-1.997870454,-1.956837281,-1.22002033,-1.583904136,0.795784145,0.526846923,0.58005128,0.668753401,0.774971917,NA,-0.573374526,1.821890924,2.387222895,1.885499707,1.515480295,-1.723951672,-1.60250439,0.197269104,-1.126840735,0.271095582,19,16,8,6,21,35,32,17,13,16,1,7,42,12,15,21,10,9,14,12,20,26,17,13,6,28,51,46,27,20,25,1,8,88,18,27,40,10,11,15,19,31,5.520024759,5.263138771,4.628726016,4.464206284,5.76052049,6.547639352,6.328827939,5.805079272,5.526145353,5.642761203,3.7500762,4.884262786,7.580229091,6.116508124,6.031448862,6.092439911,4.316494539,4.323334619,5.316117183,5.207634367,5.78446751,0,48.2,1549,5.125086501,4.963126316,4.9466918,5.166380409,5.510541258,6.159800508,5.82800392,6.064006795,5.791214284,5.82709305,3.895331104,5.161307843,6.371488514,6.176383332,6.23845892,6.36440852,4.589207948,4.757792156,5.545357613,5.486825077,5.919839014
Q20062,,-0.875544181,-1.65136173,NA,NA,NA,NA,0.544855615,NA,NA,NA,NA,NA,1.119259628,2.20416657,2.076128226,3.221354055,NA,NA,NA,NA,-0.340733161,2,3,0,0,0,0,2,1,0,0,0,0,5,2,2,2,0,0,1,0,2,2,3,0,0,0,0,2,1,0,0,0,0,5,2,2,2,0,0,1,0,2,5.594370448,5.537655417,NA,NA,NA,NA,5.800407739,5.071734764,NA,NA,NA,NA,7.08278537,5.835138635,5.885920692,5.597728086,NA,NA,4.815511337,NA,5.08817154,2.14E-192,65.3,199,5.19943219,5.237642962,NA,NA,NA,NA,5.29958372,5.330662286,NA,NA,NA,NA,5.874044793,5.895013843,6.09293075,5.869696694,NA,NA,5.044751767,NA,5.223543044
Q20065,phy-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.418272761,0.927907923,1.241986841,NA,NA,NA,NA,NA,1.051488857,0,1,0,0,0,0,0,1,1,0,1,0,1,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,2,2,3,1,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,4.027471927,4.183668357,NA,4.148139737,NA,5.151798723,4.908506465,5.025919999,5.319335123,NA,NA,NA,4.235452691,5.431508505,9.56E-124,31.9,539,NA,NA,NA,NA,NA,NA,NA,4.286399449,4.448737289,NA,4.293394641,NA,3.943058146,4.968381673,5.232930057,5.591303732,NA,NA,NA,4.5146434,5.566880009
Q20068,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.940655915,4.863453724,NA,NA,NA,NA,NA,NA,NA,1.96E-18,12.2,493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.731915338,4.923328932,NA,NA,NA,NA,NA,NA,NA
Q20069,nprl-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63E-19,12.1,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q20070,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216149461,NA,1.322252738,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,2,1,3,1,1,1,1,0,1,0,1,5.699612285,5.72325038,5.081419324,NA,5.342027688,NA,6.252343224,5.432536383,5.718194335,5.484427973,5.357191339,5.468450722,7.303541627,5.916959016,5.737073315,5.476976466,5.044774874,NA,5.576652272,NA,5.686734555,1.01E-10,34.8,158,5.304674027,5.423237925,5.399385108,NA,5.092048456,NA,5.751519205,5.691463905,5.983263267,5.66875982,5.502446244,5.745495778,6.09480105,5.976834224,5.944083373,5.748945074,5.317488283,NA,5.805892702,NA,5.82210606
Q20075,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27E-16,28,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q20077,pifk-1,NA,-1.44641505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,NA,4.091244766,NA,NA,4.045166448,NA,4.53962803,NA,NA,4.16935109,NA,NA,4.75867728,NA,NA,4.531287274,NA,NA,NA,NA,NA,1.16E-26,17.3,666,NA,3.791232311,NA,NA,3.795187216,NA,4.038804011,NA,NA,4.353682937,NA,NA,3.549936703,NA,NA,4.803255883,NA,NA,NA,NA,NA
Q20081,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64E-13,6.5,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
