Kf symbol,Kf Id,Kf Id2,Human symbol,Human Ensembl Id,Human Ensembl Protein Id
LOC107376057,XM_015944995.1,XP_015800481.1,PELI1,ENSG00000197329,ENSP00000351789
ddx43,XM_015944713.1,XP_015800199.1,DDX43,ENSG00000080007,ENSP00000359361
LOC107372495,XM_015940726.1,XP_015796212.1,CACNA1D,ENSG00000157388,ENSP00000288139
LOC107387579,XM_015962635.1,XP_015818121.1,PPP1R1B,ENSG00000131771,ENSP00000462137
cntnap2,XM_015955370.1,XP_015810856.1,CNTNAP2,ENSG00000174469,ENSP00000354778
LOC107394311,XM_015973204.1,XP_015828690.1,TLE4,ENSG00000106829,ENSP00000365720
LOC107382642,XM_015954863.1,XP_015810349.1,ARHGAP29,ENSG00000137962,ENSP00000260526
tspo,XM_015958836.1,XP_015814322.1,TSPO,ENSG00000100300,ENSP00000379563
LOC107386888,XM_015961551.1,XP_015817037.1,PAFAH1B1,ENSG00000007168,ENSP00000380378
npc2,XM_015970156.1,XP_015825642.1,NPC2,ENSG00000119655,ENSP00000451180
LOC107379706,XM_015950588.1,XP_015806074.1,MYH10,ENSG00000133026,ENSP00000353590
chchd2,XM_015951587.1,XP_015807073.1,CHCHD2,ENSG00000106153,ENSP00000378812
LOC107374114,XM_015942267.1,XP_015797753.1,WDR45B,ENSG00000141580,ENSP00000376139
LOC107376849,XM_015946165.1,XP_015801651.1,SH3GL2,ENSG00000107295,ENSP00000369981
med14,XM_015965965.1,XP_015821451.1,MED14,ENSG00000180182,ENSP00000323720
gsk3a,XM_015950293.1,XP_015805779.1,GSK3A,ENSG00000105723,ENSP00000412663
myof,XM_015944177.1,XP_015799663.1,MYOF,ENSG00000138119,ENSP00000352208
LOC107374806,XM_015943074.1,XP_015798560.1,MAT1A,ENSG00000151224,ENSP00000361287
rbm17,XM_015954844.1,XP_015810330.1,RBM17,ENSG00000134453,ENSP00000388638
ucp1,XM_015965516.1,XP_015821002.1,UCP3,ENSG00000175564,ENSP00000323740
usp45,XM_015949251.1,XP_015804737.1,USP45,ENSG00000123552,ENSP00000333376
ttc17,XM_015956411.1,XP_015811897.1,TTC17,ENSG00000052841,ENSP00000039989
LOC107376470,XM_015945569.1,XP_015801055.1,CYP2W1,ENSG00000073067,ENSP00000310149
LOC107395019,XM_015974278.1,XP_015829764.1,KCNN3,ENSG00000143603,ENSP00000481848
LOC107384586,XM_015957919.1,XP_015813405.1,MID1IP1,ENSG00000165175,ENSP00000483547
abcf2,XM_015954721.1,XP_015810207.1,ABCF2,ENSG00000033050,ENSP00000222388
fndc1,XM_015947371.1,XP_015802857.1,FNDC1,ENSG00000164694,ENSP00000297267
tbc1d4,XM_015966002.1,XP_015821488.1,TBC1D4,ENSG00000136111,ENSP00000366863
LOC107392473,XM_015970299.1,XP_015825785.1,CYGB,ENSG00000161544,ENSP00000466448
nemf,XM_015969839.1,XP_015825325.1,NEMF,ENSG00000165525,ENSP00000298310
LOC107388709,XM_015964377.1,XP_015819863.1,SKOR1,ENSG00000188779,ENSP00000369374
LOC107381235,XM_015952811.1,XP_015808297.1,SPATA17,ENSG00000162814,ENSP00000355900
LOC107388537,XM_015964106.1,XP_015819592.1,CYP2D6,ENSG00000100197,ENSP00000353820
wdr81,XM_015951194.1,XP_015806680.1,WDR81,ENSG00000167716,ENSP00000386609
cnpy3,XM_015946043.1,XP_015801529.1,CNPY3,ENSG00000137161,ENSP00000361926
LOC107382368,XM_015954487.1,XP_015809973.1,XPO1,ENSG00000082898,ENSP00000385559
cbr4,XM_015975640.1,XP_015831126.1,CBR4,ENSG00000145439,ENSP00000303525
parl,XM_015950845.1,XP_015806331.1,PARL,ENSG00000175193,ENSP00000325421
stag3,XM_015950067.1,XP_015805553.1,STAG1,ENSG00000118007,ENSP00000372689
pdhb,XM_015974307.1,XP_015829793.1,PDHB,ENSG00000168291,ENSP00000307241
gfm1,XM_015951416.1,XP_015806902.1,GFM1,ENSG00000168827,ENSP00000264263
LOC107380192,XM_015951310.1,XP_015806796.1,NDUFC2,ENSG00000151366,ENSP00000281031
chrnd,XM_015942284.1,XP_015797770.1,CHRND,ENSG00000135902,ENSP00000258385
LOC107376632,XM_015945849.1,XP_015801335.1,ZNF197,ENSG00000186448,ENSP00000379370
emc1,XM_015967521.1,XP_015823007.1,EMC1,ENSG00000127463,ENSP00000420608
LOC107378874,XM_015949338.1,XP_015804824.1,GRHL2,ENSG00000083307,ENSP00000251808
LOC107385166,XM_015958863.1,XP_015814349.1,SRSF3,ENSG00000112081,ENSP00000482833
LOC107381787,XM_015953671.1,XP_015809157.1,SLC25A44,ENSG00000160785,ENSP00000407560
znf618,XM_015942710.1,XP_015798196.1,ZNF618,ENSG00000157657,ENSP00000363241
LOC107385857,XM_015960001.1,XP_015815487.1,OPN1LW,ENSG00000102076,ENSP00000358967
fam177b,XM_015948329.1,XP_015803815.1,FAM177A1,ENSG00000151327,ENSP00000280987
evpl,XM_015954322.1,XP_015809808.1,EVPL,ENSG00000167880,ENSP00000465630
yae1d1,XM_015954705.1,XP_015810191.1,YAE1D1,ENSG00000241127,ENSP00000223273
nars2,XM_015951296.1,XP_015806782.1,NARS2,ENSG00000137513,ENSP00000281038
atad3a,XM_015959884.1,XP_015815370.1,ATAD3A,ENSG00000197785,ENSP00000368030
LOC107374570,XM_015942730.1,XP_015798216.1,OR4N2,ENSG00000176294,ENSP00000319601
LOC107382749,XM_015955032.1,XP_015810518.1,PDE9A,ENSG00000160191,ENSP00000291539
LOC107374827,XM_015943106.1,XP_015798592.1,COL4A3BP,ENSG00000113163,ENSP00000369862
LOC107374047,XM_015942188.1,XP_015797674.1,C1QL4,ENSG00000186897,ENSP00000335285
herc1,XM_015953266.1,XP_015808752.1,HERC1,ENSG00000103657,ENSP00000390158
LOC107381514,XM_015953231.1,XP_015808717.1,CIB2,ENSG00000136425,ENSP00000258930
tra2b,XM_015966656.1,XP_015822142.1,TRA2B,ENSG00000136527,ENSP00000416959
LOC107384131,XM_015957205.1,XP_015812691.1,RORB,ENSG00000198963,ENSP00000379507
LOC107374635,XM_015942784.1,XP_015798270.1,RNASEH1,ENSG00000171865,ENSP00000313350
LOC107381581,XM_015953328.1,XP_015808814.1,BRSK1,ENSG00000160469,ENSP00000468190
foxb2,XM_015972714.1,XP_015828200.1,FOXB1,ENSG00000171956,ENSP00000379369
LOC107395114,XM_015974402.1,XP_015829888.1,CRB1,ENSG00000134376,ENSP00000356370
casp8ap2,XM_015975450.1,XP_015830936.1,CASP8AP2,ENSG00000118412,ENSP00000478179
slc25a28,XM_015944341.1,XP_015799827.1,SLC25A28,ENSG00000155287,ENSP00000359526
LOC107378376,XM_015948557.1,XP_015804043.1,HBZ,ENSG00000130656,ENSP00000252951
LOC107387960,XM_015963255.1,XP_015818741.1,PRRT2,ENSG00000167371,ENSP00000456226
LOC107374432,XM_015942581.1,XP_015798067.1,ZSCAN20,ENSG00000121903,ENSP00000355053
trmt61b,XM_015975441.1,XP_015830927.1,TRMT61B,ENSG00000171103,ENSP00000302801
LOC107394434,XM_015973367.1,XP_015828853.1,HSPG2,ENSG00000142798,ENSP00000363827
LOC107379679,XM_015950540.1,XP_015806026.1,PRSS1,ENSG00000204983,ENSP00000417854
LOC107394579,XM_015973576.1,XP_015829062.1,GRIK5,ENSG00000105737,ENSP00000301218
LOC107388623,XM_015964223.1,XP_015819709.1,SLC27A2,ENSG00000140284,ENSP00000267842
mon1a,XM_015959986.1,XP_015815472.1,MON1A,ENSG00000164077,ENSP00000296473
pid1,XM_015951770.1,XP_015807256.1,PID1,ENSG00000153823,ENSP00000283937
LOC107389327,XM_015965415.1,XP_015820901.1,CCND2,ENSG00000118971,ENSP00000261254
LOC107397175,XM_015977094.1,XP_015832580.1,MYO5A,ENSG00000197535,ENSP00000350945
rnf123,XM_015958320.1,XP_015813806.1,RNF123,ENSG00000164068,ENSP00000328287
LOC107377153,XM_015946591.1,XP_015802077.1,SLC12A3,ENSG00000070915,ENSP00000402152
rpl23,XM_015968920.1,XP_015824406.1,RPL23,ENSG00000125691,ENSP00000420311
tcerg1l,XM_015962469.1,XP_015817955.1,TCERG1L,ENSG00000176769,ENSP00000357631
gabpa,XM_015966228.1,XP_015821714.1,GABPA,ENSG00000154727,ENSP00000382948
thoc7,XM_015959318.1,XP_015814804.1,THOC7,ENSG00000163634,ENSP00000295899
zmat3,XM_015971085.1,XP_015826571.1,ZMAT3,ENSG00000172667,ENSP00000311221
pym1,XM_015968430.1,XP_015823916.1,PYM1,ENSG00000170473,ENSP00000386156
LOC107391259,XM_015968457.1,XP_015823943.1,PPP1R12A,ENSG00000058272,ENSP00000261207
uimc1,XM_015957545.1,XP_015813031.1,UIMC1,ENSG00000087206,ENSP00000421926
LOC107393526,XM_015971946.1,XP_015827432.1,HK2,ENSG00000159399,ENSP00000290573
dgcr8,XM_015971982.1,XP_015827468.1,DGCR8,ENSG00000128191,ENSP00000263209
idh3b,XM_015959335.1,XP_015814821.1,IDH3B,ENSG00000101365,ENSP00000482773
LOC107388170,XM_015963582.1,XP_015819068.1,RAC2,ENSG00000128340,ENSP00000249071
LOC107373809,XM_015941956.1,XP_015797442.1,CCNG2,ENSG00000138764,ENSP00000346379
LOC107372661,XM_015940873.1,XP_015796359.1,FGF19,ENSG00000162344,ENSP00000294312
nab1,XM_015958026.1,XP_015813512.1,NAB1,ENSG00000138386,ENSP00000336894
LOC107378291,XM_015948420.1,XP_015803906.1,PRKACA,ENSG00000072062,ENSP00000309591
LOC107379665,XM_015950519.1,XP_015806005.1,ZC3H12C,ENSG00000149289,ENSP00000431821
LOC107378564,XM_015948854.1,XP_015804340.1,ARL5B,ENSG00000165997,ENSP00000366487
LOC107394107,XM_015972877.1,XP_015828363.1,CREB3L3,ENSG00000060566,ENSP00000078445
grap,XM_015945972.1,XP_015801458.1,GRAP,ENSG00000154016,ENSP00000284154
mat2b,XM_015975094.1,XP_015830580.1,MAT2B,ENSG00000038274,ENSP00000325425
LOC107384472,XM_015957744.1,XP_015813230.1,FAM159A,ENSG00000182183,ENSP00000429726
ppil1,XM_015958834.1,XP_015814320.1,PPIL1,ENSG00000137168,ENSP00000362803
plec,XM_015974188.1,XP_015829674.1,PLEC,ENSG00000178209,ENSP00000323856
spats2,XM_015968434.1,XP_015823920.1,SPATS2,ENSG00000123352,ENSP00000447947
LOC107375222,XM_015943637.1,XP_015799123.1,MUC16,ENSG00000181143,ENSP00000381008
LOC107379642,XM_015950486.1,XP_015805972.1,TMEM200B,ENSG00000253304,ENSP00000428544
nxph3,XM_015948774.1,XP_015804260.1,NXPH1,ENSG00000122584,ENSP00000384551
LOC107392444,XM_015970255.1,XP_015825741.1,CHRM5,ENSG00000184984,ENSP00000453745
gtf2a2,XM_015953193.1,XP_015808679.1,GTF2A2,ENSG00000140307,ENSP00000379373
LOC107379413,XM_015950143.1,XP_015805629.1,MFAP2,ENSG00000117122,ENSP00000364685
stac2,XM_015962640.1,XP_015818126.1,STAC2,ENSG00000141750,ENSP00000327509
LOC107376964,XM_015946306.1,XP_015801792.1,TRIM39,ENSG00000204599,ENSP00000365844
plekhg1,XM_015947378.1,XP_015802864.1,PLEKHG1,ENSG00000120278,ENSP00000356297
csgr11h4orf22,XM_015960234.1,XP_015815720.1,C4orf22,ENSG00000197826,ENSP00000425786
cd109,XM_015970340.1,XP_015825826.1,CD109,ENSG00000156535,ENSP00000287097
gnal,XM_015956208.1,XP_015811694.1,GNAL,ENSG00000141404,ENSP00000334051
phax,XM_015955454.1,XP_015810940.1,PHAX,ENSG00000164902,ENSP00000297540
prelp,XM_015959589.1,XP_015815075.1,PRELP,ENSG00000188783,ENSP00000343924
LOC107374521,XM_015942675.1,XP_015798161.1,SCFD2,ENSG00000184178,ENSP00000384182
rpl35a,XM_015950876.1,XP_015806362.1,RPL35A,ENSG00000182899,ENSP00000393393
shbg,XM_015946945.1,XP_015802431.1,SHBG,ENSG00000129214,ENSP00000369816
thbs2,XM_015944440.1,XP_015799926.1,THBS2,ENSG00000186340,ENSP00000482784
ubxn6,XM_015971652.1,XP_015827138.1,UBXN6,ENSG00000167671,ENSP00000301281
haao,XM_015944098.1,XP_015799584.1,HAAO,ENSG00000162882,ENSP00000294973
fbxo21,XM_015960549.1,XP_015816035.1,FBXO21,ENSG00000135108,ENSP00000328187
ppp1r26,XM_015943238.1,XP_015798724.1,PPP1R26,ENSG00000196422,ENSP00000474794
LOC107397144,XM_015977056.1,XP_015832542.1,HDAC2,ENSG00000196591,ENSP00000430432
LOC107379005,XM_015949548.1,XP_015805034.1,SACM1L,ENSG00000211456,ENSP00000373713
ppox,XM_015949538.1,XP_015805024.1,PPOX,ENSG00000143224,ENSP00000356978
fzr1,XM_015957164.1,XP_015812650.1,FZR1,ENSG00000105325,ENSP00000378529
obsl1,XM_015946676.1,XP_015802162.1,OBSL1,ENSG00000124006,ENSP00000385636
LOC107375498,XM_015944057.1,XP_015799543.1,FGF8,ENSG00000107831,ENSP00000321797
LOC107375624,XM_015944246.1,XP_015799732.1,DUT,ENSG00000128951,ENSP00000370376
tmem86b,XM_015945889.1,XP_015801375.1,TMEM86B,ENSG00000180089,ENSP00000321038
ugt8,XM_015943621.1,XP_015799107.1,UGT8,ENSG00000174607,ENSP00000378019
LOC107373324,XM_015941478.1,XP_015796964.1,ACE,ENSG00000159640,ENSP00000290866
LOC107381518,XM_015953236.1,XP_015808722.1,TRPM1,ENSG00000134160,ENSP00000437849
LOC107384546,XM_015957846.1,XP_015813332.1,CNGA3,ENSG00000144191,ENSP00000386761
nek8,XM_015950956.1,XP_015806442.1,NEK8,ENSG00000160602,ENSP00000268766
ubtd2,XM_015961366.1,XP_015816852.1,UBTD2,ENSG00000168246,ENSP00000377381
LOC107375673,XM_015944334.1,XP_015799820.1,ST3GAL5,ENSG00000115525,ENSP00000366549
LOC107397337,XM_015977300.1,XP_015832786.1,KIF13B,ENSG00000197892,ENSP00000427900
fam177a1,XM_015975655.1,XP_015831141.1,FAM177A1,ENSG00000151327,ENSP00000280987
sgsm3,XM_015975380.1,XP_015830866.1,SGSM3,ENSG00000100359,ENSP00000248929
LOC107379809,XM_015950732.1,XP_015806218.1,CLDN19,ENSG00000164007,ENSP00000296387
crkl,XM_015976925.1,XP_015832411.1,CRKL,ENSG00000099942,ENSP00000396646
htr7,XM_015972004.1,XP_015827490.1,HTR7,ENSG00000148680,ENSP00000337949
bmf,XM_015970273.1,XP_015825759.1,BMF,ENSG00000104081,ENSP00000453522
rab3d,XM_015945143.1,XP_015800629.1,RAB3C,ENSG00000152932,ENSP00000282878
g6pc3,XM_015962784.1,XP_015818270.1,G6PC3,ENSG00000141349,ENSP00000269097
syk,XM_015974284.1,XP_015829770.1,SYK,ENSG00000165025,ENSP00000364898
rbsn,XM_015968394.1,XP_015823880.1,RBSN,ENSG00000131381,ENSP00000422551
wls,XM_015976367.1,XP_015831853.1,WLS,ENSG00000116729,ENSP00000346829
LOC107377194,XM_015946657.1,XP_015802143.1,PLCXD1,ENSG00000182378,ENSP00000371079
LOC107380585,XM_015951884.1,XP_015807370.1,CASR,ENSG00000036828,ENSP00000420194
vgll2,XM_015947541.1,XP_015803027.1,VGLL2,ENSG00000170162,ENSP00000320957
ano10,XM_015975871.1,XP_015831357.1,ANO10,ENSG00000160746,ENSP00000292246
LOC107379966,XM_015950930.1,XP_015806416.1,CLDN4,ENSG00000189143,ENSP00000342445
LOC107388354,XM_015963826.1,XP_015819312.1,ETNK1,ENSG00000139163,ENSP00000266517
LOC107375958,XM_015944808.1,XP_015800294.1,ANK1,ENSG00000029534,ENSP00000265709
hoxc8,XM_015967923.1,XP_015823409.1,HOXC8,ENSG00000037965,ENSP00000040584
asah1,XM_015941477.1,XP_015796963.1,ASAH1,ENSG00000104763,ENSP00000371152
LOC107388798,XM_015964504.1,XP_015819990.1,IDH2,ENSG00000182054,ENSP00000331897
mcat,XM_015960249.1,XP_015815735.1,MCAT,ENSG00000100294,ENSP00000290429
isca1,XM_015973202.1,XP_015828688.1,ISCA1,ENSG00000135070,ENSP00000365159
LOC107383383,XM_015955949.1,XP_015811435.1,DFNA5,ENSG00000105928,ENSP00000386670
LOC107395817,XM_015975282.1,XP_015830768.1,CRP,ENSG00000132693,ENSP00000255030
LOC107388007,XM_015963325.1,XP_015818811.1,KCNA1,ENSG00000111262,ENSP00000371985
meis2,XM_015969809.1,XP_015825295.1,MEIS2,ENSG00000134138,ENSP00000453793
LOC107396901,XM_015976743.1,XP_015832229.1,ZNF595,ENSG00000272602,ENSP00000477392
pcgf2,XM_015976162.1,XP_015831648.1,PCGF2,ENSG00000277258,ENSP00000482815
LOC107386073,XM_015960248.1,XP_015815734.1,UNC13B,ENSG00000198722,ENSP00000380006
jmjd1c,XM_015976266.1,XP_015831752.1,JMJD1C,ENSG00000171988,ENSP00000382204
LOC107395944,XM_015975414.1,XP_015830900.1,PARG,ENSG00000227345,ENSP00000484285
csrp2bp,XM_015972742.1,XP_015828228.1,CSRP2BP,ENSG00000149474,ENSP00000392318
prmt7,XM_015965326.1,XP_015820812.1,PRMT7,ENSG00000132600,ENSP00000409324
LOC107393952,XM_015972605.1,XP_015828091.1,EHD2,ENSG00000024422,ENSP00000263277
LOC107375971,XM_015944823.1,XP_015800309.1,CUZD1,ENSG00000138161,ENSP00000376540
LOC107374910,XM_015943200.1,XP_015798686.1,KANK1,ENSG00000107104,ENSP00000477725
pcmtd1,XM_015956734.1,XP_015812220.1,PCMTD1,ENSG00000168300,ENSP00000428099
zfat,XM_015975732.1,XP_015831218.1,ZFAT,ENSG00000066827,ENSP00000367069
LOC107395580,XM_015974982.1,XP_015830468.1,C1orf109,ENSG00000116922,ENSP00000477159
LOC107388236,XM_015963676.1,XP_015819162.1,CDC42EP1,ENSG00000128283,ENSP00000249014
ppp2r5a,XM_015947457.1,XP_015802943.1,PPP2R5A,ENSG00000066027,ENSP00000261461
thoc1,XM_015956674.1,XP_015812160.1,THOC1,ENSG00000079134,ENSP00000480460
fbxl16,XM_015968931.1,XP_015824417.1,FBXL16,ENSG00000127585,ENSP00000318674
LOC107394902,XM_015974088.1,XP_015829574.1,SALL1,ENSG00000103449,ENSP00000251020
pcnx4,XM_015970052.1,XP_015825538.1,PCNXL4,ENSG00000126773,ENSP00000384801
LOC107391611,XM_015968975.1,XP_015824461.1,ZNF646,ENSG00000167395,ENSP00000300850
casz1,XM_015967632.1,XP_015823118.1,CASZ1,ENSG00000130940,ENSP00000366221
LOC107387174,XM_015961983.1,XP_015817469.1,ARRB2,ENSG00000141480,ENSP00000403701
kif1c,XM_015975370.1,XP_015830856.1,KIF1C,ENSG00000129250,ENSP00000320821
ncoa6,XM_015968054.1,XP_015823540.1,NCOA6,ENSG00000198646,ENSP00000351894
cltc,XM_015960694.1,XP_015816180.1,CLTC,ENSG00000141367,ENSP00000479606
ubl4a,XM_015972347.1,XP_015827833.1,UBL4A,ENSG00000102178,ENSP00000358667
ccng1,XM_015943560.1,XP_015799046.1,CCNG1,ENSG00000113328,ENSP00000377506
LOC107395676,XM_015975121.1,XP_015830607.1,AEBP1,ENSG00000106624,ENSP00000223357
LOC107391524,XM_015968851.1,XP_015824337.1,TNFRSF14,ENSG00000157873,ENSP00000347948
LOC107390959,XM_015967982.1,XP_015823468.1,PNPLA2,ENSG00000177666,ENSP00000337701
LOC107380067,XM_015951095.1,XP_015806581.1,CASR,ENSG00000036828,ENSP00000420194
sh3d21,XM_015950077.1,XP_015805563.1,SH3D21,ENSG00000214193,ENSP00000403476
LOC107375811,XM_015944563.1,XP_015800049.1,OPRM1,ENSG00000112038,ENSP00000394624
ap2b1,XM_015961825.1,XP_015817311.1,AP2B1,ENSG00000006125,ENSP00000482835
LOC107373765,XM_015941918.1,XP_015797404.1,PDZD2,ENSG00000133401,ENSP00000402033
pdzrn3,XM_015959940.1,XP_015815426.1,PDZRN3,ENSG00000121440,ENSP00000263666
LOC107384147,XM_015957233.1,XP_015812719.1,AC005943.2,ENSG00000267059,ENSP00000468614
LOC107393850,XM_015972459.1,XP_015827945.1,ZBED1,ENSG00000214717,ENSP00000370621
LOC107375605,XM_015944201.1,XP_015799687.1,DUSP26,ENSG00000133878,ENSP00000429176
nr6a1,XM_015971816.1,XP_015827302.1,NR6A1,ENSG00000148200,ENSP00000420267
itprip,XM_015944894.1,XP_015800380.1,ITPRIP,ENSG00000148841,ENSP00000278071
LOC107379380,XM_015950106.1,XP_015805592.1,FOXO3,ENSG00000118689,ENSP00000385824
LOC107385072,XM_015958675.1,XP_015814161.1,C1QC,ENSG00000159189,ENSP00000363768
LOC107380287,XM_015951454.1,XP_015806940.1,TSNARE1,ENSG00000171045,ENSP00000303437
cracr2b,XM_015964342.1,XP_015819828.1,CRACR2B,ENSG00000177685,ENSP00000435299
LOC107378705,XM_015949054.1,XP_015804540.1,FAM46A,ENSG00000112773,ENSP00000358771
LOC107383117,XM_015955562.1,XP_015811048.1,MAP7D2,ENSG00000184368,ENSP00000368964
usp24,XM_015971769.1,XP_015827255.1,USP24,ENSG00000162402,ENSP00000294383
foxf1,XM_015952918.1,XP_015808404.1,FOXF1,ENSG00000103241,ENSP00000262426
wdr44,XM_015960837.1,XP_015816323.1,WDR44,ENSG00000131725,ENSP00000254029
letm2,XM_015973101.1,XP_015828587.1,LETM2,ENSG00000165046,ENSP00000369291
LOC107376734,XM_015946373.1,XP_015801859.1,SPTAN1,ENSG00000197694,ENSP00000487444
LOC107376188,XM_015945164.1,XP_015800650.1,SYNGR1,ENSG00000100321,ENSP00000332287
arl2bp,XM_015965377.1,XP_015820863.1,ARL2BP,ENSG00000102931,ENSP00000454237
pxk,XM_015974308.1,XP_015829794.1,PXK,ENSG00000168297,ENSP00000348472
LOC107391584,XM_015968942.1,XP_015824428.1,PRKCA,ENSG00000154229,ENSP00000408695
LOC107382411,XM_015954540.1,XP_015810026.1,DLL1,ENSG00000198719,ENSP00000355718
LOC107387233,XM_015962080.1,XP_015817566.1,RAB40B,ENSG00000141542,ENSP00000461785
denr,XM_015943518.1,XP_015799004.1,DENR,ENSG00000139726,ENSP00000280557
cpo,XM_015952483.1,XP_015807969.1,CPO,ENSG00000144410,ENSP00000272852
pgbd5,XM_015944819.1,XP_015800305.1,PGBD5,ENSG00000177614,ENSP00000431404
tnmd,XM_015947638.1,XP_015803124.1,TNMD,ENSG00000000005,ENSP00000362122
LOC107390492,XM_015967240.1,XP_015822726.1,FAM110A,ENSG00000125898,ENSP00000445228
trim45,XM_015971960.1,XP_015827446.1,TRIM45,ENSG00000134253,ENSP00000256649
gtpbp10,XM_015950646.1,XP_015806132.1,GTPBP10,ENSG00000105793,ENSP00000222511
LOC107384117,XM_015957189.1,XP_015812675.1,EPHA4,ENSG00000116106,ENSP00000281821
LOC107386202,XM_015960446.1,XP_015815932.1,GPSM1,ENSG00000160360,ENSP00000392828
ska1,XM_015976313.1,XP_015831799.1,SKA1,ENSG00000154839,ENSP00000381470
zyg11b,XM_015971664.1,XP_015827150.1,ZYG11B,ENSG00000162378,ENSP00000294353
cxcr5,XM_015951275.1,XP_015806761.1,CXCR5,ENSG00000160683,ENSP00000292174
pex5,XM_015950239.1,XP_015805725.1,PEX5,ENSG00000139197,ENSP00000391601
LOC107376944,XM_015946284.1,XP_015801770.1,MRC1,ENSG00000260314,ENSP00000455897
golga2,XM_015942607.1,XP_015798093.1,GOLGA2,ENSG00000167110,ENSP00000478799
LOC107389417,XM_015965552.1,XP_015821038.1,DUSP19,ENSG00000162999,ENSP00000346160
LOC107380695,XM_015951999.1,XP_015807485.1,CLMP,ENSG00000166250,ENSP00000405577
mfsd11,XM_015976248.1,XP_015831734.1,MFSD11,ENSG00000092931,ENSP00000485005
thsd1,XM_015961691.1,XP_015817177.1,THSD1,ENSG00000136114,ENSP00000258613
phactr1,XM_015971196.1,XP_015826682.1,PHACTR1,ENSG00000112137,ENSP00000329880
lmf1,XM_015963703.1,XP_015819189.1,LMF1,ENSG00000103227,ENSP00000262301
LOC107385445,XM_015959312.1,XP_015814798.1,SLC2A9,ENSG00000109667,ENSP00000264784
dmxl1,XM_015972935.1,XP_015828421.1,DMXL1,ENSG00000172869,ENSP00000439479
LOC107394968,XM_015974207.1,XP_015829693.1,SDC2,ENSG00000169439,ENSP00000307046
LOC107377812,XM_015947678.1,XP_015803164.1,RYR3,ENSG00000198838,ENSP00000483166
efcab1,XM_015958758.1,XP_015814244.1,EFCAB1,ENSG00000034239,ENSP00000262103
LOC107390160,XM_015966725.1,XP_015822211.1,SHH,ENSG00000164690,ENSP00000297261
tmem70,XM_015974304.1,XP_015829790.1,TMEM70,ENSG00000175606,ENSP00000312599
klf11,XM_015969986.1,XP_015825472.1,KLF11,ENSG00000172059,ENSP00000307023
LOC107391320,XM_015968579.1,XP_015824065.1,CALCRL,ENSG00000064989,ENSP00000387190
LOC107390901,XM_015967904.1,XP_015823390.1,RBMS1,ENSG00000153250,ENSP00000294904
LOC107385012,XM_015958573.1,XP_015814059.1,SLC2A1,ENSG00000117394,ENSP00000416293
LOC107374708,XM_015942906.1,XP_015798392.1,HCN1,ENSG00000164588,ENSP00000307342
nif3l1,XM_015963264.1,XP_015818750.1,NIF3L1,ENSG00000196290,ENSP00000387315
LOC107374233,XM_015942378.1,XP_015797864.1,WDR70,ENSG00000082068,ENSP00000265107
LOC107376790,XM_015946060.1,XP_015801546.1,GAB1,ENSG00000109458,ENSP00000262995
LOC107382461,XM_015954583.1,XP_015810069.1,ARMC4,ENSG00000169126,ENSP00000306410
znf536,XM_015964955.1,XP_015820441.1,ZNF536,ENSG00000198597,ENSP00000347730
LOC107375385,XM_015943866.1,XP_015799352.1,ADTRP,ENSG00000111863,ENSP00000229583
ash2l,XM_015975086.1,XP_015830572.1,ASH2L,ENSG00000129691,ENSP00000340896
smim7,XM_015970798.1,XP_015826284.1,CTC-429P9.4,ENSG00000268790,ENSP00000471649
ttc14,XM_015971115.1,XP_015826601.1,TTC14,ENSG00000163728,ENSP00000296015
LOC107388152,XM_015963555.1,XP_015819041.1,TMEM130,ENSG00000166448,ENSP00000413163
LOC107391545,XM_015968892.1,XP_015824378.1,SEPHS2,ENSG00000179918,ENSP00000418669
LOC107387949,XM_015963237.1,XP_015818723.1,TEKT2,ENSG00000092850,ENSP00000207457
rbbp6,XM_015945467.1,XP_015800953.1,RBBP6,ENSG00000122257,ENSP00000317872
eogt,XM_015959287.1,XP_015814773.1,EOGT,ENSG00000163378,ENSP00000443780
LOC107387629,XM_015962672.1,XP_015818158.1,TUBA1A,ENSG00000167552,ENSP00000439020
LOC107374098,XM_015942247.1,XP_015797733.1,TNFRSF10C,ENSG00000173535,ENSP00000349324
LOC107374267,XM_015942415.1,XP_015797901.1,CIT,ENSG00000122966,ENSP00000376306
ippk,XM_015958283.1,XP_015813769.1,IPPK,ENSG00000127080,ENSP00000287996
LOC107395805,XM_015975256.1,XP_015830742.1,RIMS1,ENSG00000079841,ENSP00000428417
scamp4,XM_015971650.1,XP_015827136.1,SCAMP4,ENSG00000227500,ENSP00000479083
LOC107393321,XM_015971598.1,XP_015827084.1,HARBI1,ENSG00000180423,ENSP00000317743
barhl2,XM_015962335.1,XP_015817821.1,BARHL2,ENSG00000143032,ENSP00000359474
LOC107388329,XM_015963791.1,XP_015819277.1,SMC1B,ENSG00000077935,ENSP00000350036
pir,XM_015953487.1,XP_015808973.1,PIR,ENSG00000087842,ENSP00000369786
LOC107395120,XM_015974407.1,XP_015829893.1,SLC4A4,ENSG00000080493,ENSP00000393557
LOC107389478,XM_015965620.1,XP_015821106.1,PRR33,ENSG00000184682,ENSP00000375311
ppard,XM_015967774.1,XP_015823260.1,PPARD,ENSG00000112033,ENSP00000353916
cers1,XM_015971298.1,XP_015826784.1,CERS4,ENSG00000090661,ENSP00000453509
