From	To
Q86UE3	ENSP00000487125
Q86UE4	ENSP00000338235
Q86UE6	ENSP00000295057
Q86UE6	ENSP00000386646
Q86UE6	ENSP00000393562
Q86UE6	ENSP00000414523
Q86UE8	ENSP00000316512
Q86UE8	ENSP00000340800
Q86UE8	ENSP00000275780
Q86UF1	ENSP00000483872
Q86UF2	ENSP00000474388
Q86UF2	ENSP00000493497
Q86UG4	ENSP00000369135
Q86UG4	ENSP00000373671
Q86UG4	ENSP00000421339
Q86UK0	ENSP00000272895
Q86UK0	ENSP00000374312
Q86UK5	ENSP00000311683
Q86UK5	ENSP00000342144
Q86UK7	ENSP00000411409
Q86UL3	ENSP00000380184
Q86UL8	ENSP00000346151
Q86UL8	ENSP00000405766
Q86UN2	ENSP00000330631
Q86UN3	ENSP00000335397
Q86UN3	ENSP00000378552
Q86UN6	ENSP00000334680
Q86UN6	ENSP00000360476
Q86UN6	ENSP00000360479
Q86UN6	ENSP00000360485
Q86UP0	ENSP00000267383
Q86UP0	ENSP00000380517
Q86UP0	ENSP00000434821
Q86UP0	ENSP00000452493
Q86UP2	ENSP00000378719
Q86UP2	ENSP00000378720
Q86UP2	ENSP00000378722
Q86UP2	ENSP00000378725
Q86UP2	ENSP00000394992
Q86UP2	ENSP00000391964
Q86UP2	ENSP00000432149
Q86UP3	ENSP00000430497
Q86UP6	ENSP00000357900
Q86UP6	ENSP00000376540
Q86UP8	ENSP00000406723
Q86UP8	ENSP00000481017
Q86UP9	ENSP00000393128
Q86UQ0	ENSP00000346729
Q86UQ0	ENSP00000404592
Q86UQ4	ENSP00000409268
Q86UR1	ENSP00000342848
Q86UR1	ENSP00000376562
Q86UR5	ENSP00000264839
Q86UR5	ENSP00000385649
Q86UR5	ENSP00000402273
Q86UR5	ENSP00000411235
Q86UR5	ENSP00000430101
Q86UR5	ENSP00000428367
Q86UR5	ENSP00000429959
Q86UR5	ENSP00000430408
Q86UR5	ENSP00000430502
Q86UR5	ENSP00000428417
Q86UR5	ENSP00000430932
Q86UR5	ENSP00000428328
Q86US8	ENSP00000263073
Q86US8	ENSP00000346977
Q86US8	ENSP00000440283
Q86UT5	ENSP00000327107
Q86UT5	ENSP00000347742
Q86UT5	ENSP00000431164
Q86UT6	ENSP00000292199
Q86UT6	ENSP00000387334
Q86UT6	ENSP00000386858
Q86UT6	ENSP00000386851
Q86UT6	ENSP00000433442
Q86UU0	ENSP00000335320
Q86UU1	ENSP00000348359
Q86UU1	ENSP00000354498
Q86UU1	ENSP00000435520
Q86UU1	ENSP00000431508
Q86UU1	ENSP00000469820
Q86UU5	ENSP00000334940
Q86UU5	ENSP00000467295
Q86UU9	ENSP00000325286
Q86UU9	ENSP00000334042
Q86UU9	ENSP00000340461
Q86UU9	ENSP00000381221
Q86UU9	ENSP00000399702
Q86UV5	ENSP00000309262
Q86UV5	ENSP00000383157
Q86UV5	ENSP00000406256
Q86UV5	ENSP00000431949
Q86UV6	ENSP00000285805
Q86UV6	ENSP00000378665
Q86UV7	ENSP00000318615
Q86UV7	ENSP00000417040
Q86UW1	ENSP00000296327
Q86UW2	ENSP00000335292
Q86UW6	ENSP00000261435
Q86UW7	ENSP00000400401
Q86UW7	ENSP00000398481
Q86UW8	ENSP00000291481
Q86UW9	ENSP00000322885
Q86UW9	ENSP00000390218
Q86UW9	ENSP00000411986
Q86UW9	ENSP00000392545
Q86UX2	ENSP00000256861
Q86UX2	ENSP00000298441
Q86UX6	ENSP00000298630
Q86UX6	ENSP00000357611
Q86UX7	ENSP00000279227
Q86UX7	ENSP00000339950
Q86UY5	ENSP00000276699
Q86UY5	ENSP00000428876
Q86UY5	ENSP00000427979
Q86UY5	ENSP00000445218
Q86UY6	ENSP00000367024
Q86UY6	ENSP00000442055
Q86UY8	ENSP00000376615
Q86UZ6	ENSP00000245663
Q86UZ6	ENSP00000303102
Q86UZ6	ENSP00000378536
Q86V15	ENSP00000339445
Q86V15	ENSP00000366221
Q86V20	ENSP00000298784
Q86V20	ENSP00000298786
Q86V21	ENSP00000324842
Q86V24	ENSP00000349616
Q86V24	ENSP00000495699
Q86V25	ENSP00000355931
Q86V25	ENSP00000355932
Q86V25	ENSP00000430319
Q86V25	ENSP00000429040
Q86V25	ENSP00000355935
Q86V25	ENSP00000428324
Q86V35	ENSP00000216144
Q86V40	ENSP00000335004
Q86V40	ENSP00000387075
Q86V42	ENSP00000280057
Q86V42	ENSP00000324625
Q86V42	ENSP00000481212
Q86V48	ENSP00000303758
Q86V48	ENSP00000313705
Q86V48	ENSP00000393460
Q86V71	ENSP00000351280
Q86V81	ENSP00000331817
Q86V85	ENSP00000366157
Q86V86	ENSP00000353824
Q86V88	ENSP00000288087
Q86V88	ENSP00000380045
Q86V88	ENSP00000493831
Q86V88	ENSP00000494235
Q86V97	ENSP00000368799
Q86VB7	ENSP00000352071
Q86VB7	ENSP00000403885
Q86VD1	ENSP00000232603
Q86VD1	ENSP00000417282
Q86VD7	ENSP00000326693
Q86VD9	ENSP00000413405
Q86VE0	ENSP00000325402
Q86VE9	ENSP00000426237
Q86VE9	ENSP00000426134
Q86VE9	ENSP00000421665
Q86VF2	ENSP00000295591
Q86VF2	ENSP00000334714
Q86VF2	ENSP00000399041
Q86VF5	ENSP00000223114
Q86VF5	ENSP00000368734
Q86VF5	ENSP00000403756
Q86VF7	ENSP00000353078
Q86VF7	ENSP00000353666
Q86VF7	ENSP00000358367
Q86VG3	ENSP00000334848
Q86VG3	ENSP00000299442
Q86VG3	ENSP00000403937
Q86VG3	ENSP00000431374
Q86VG3	ENSP00000433152
Q86VG3	ENSP00000483671
Q86VH2	ENSP00000297814
Q86VH2	ENSP00000333928
Q86VH2	ENSP00000365525
Q86VH2	ENSP00000401688
Q86VH4	ENSP00000386236
Q86VH4	ENSP00000386357
Q86VH4	ENSP00000387297
Q86VH5	ENSP00000355187
Q86VI1	ENSP00000325674
Q86VI3	ENSP00000354451
Q86VI4	ENSP00000402301
Q86VI4	ENSP00000428409
Q86VI4	ENSP00000482533
Q86VK4	ENSP00000323293
Q86VK4	ENSP00000381208
Q86VK4	ENSP00000407130
Q86VK4	ENSP00000442228
Q86VK4	ENSP00000451763
Q86VK4	ENSP00000483073
Q86VL8	ENSP00000326671
Q86VL8	ENSP00000338084
Q86VL8	ENSP00000458694
Q86VM9	ENSP00000301011
Q86VN1	ENSP00000367299
Q86VN1	ENSP00000484968
Q86VP1	ENSP00000265393
Q86VP1	ENSP00000379612
Q86VP1	ENSP00000391907
Q86VP1	ENSP00000444811
Q86VP3	ENSP00000321834
Q86VP3	ENSP00000393524
Q86VP3	ENSP00000393559
Q86VP6	ENSP00000442318
Q86VQ0	ENSP00000358861
Q86VQ0	ENSP00000376686
Q86VQ3	ENSP00000304908
Q86VQ3	ENSP00000350419
Q86VQ3	ENSP00000483261
Q86VQ6	ENSP00000492093
Q86VR2	ENSP00000309432
Q86VR7	ENSP00000335623
Q86VR8	ENSP00000400223
Q86VS3	ENSP00000336861
Q86VS3	ENSP00000351617
Q86VS3	ENSP00000427323
Q86VS3	ENSP00000444118
Q86VS3	ENSP00000486970
Q86VS8	ENSP00000305699
Q86VU5	ENSP00000361616
Q86VV4	ENSP00000296604
Q86VV4	ENSP00000421853
Q86VV4	ENSP00000421149
Q86VV8	ENSP00000255674
Q86VV8	ENSP00000491507
Q86VW0	ENSP00000415332
Q86VW1	ENSP00000328583
Q86VW1	ENSP00000357915
Q86VW2	ENSP00000286494
Q86VW2	ENSP00000335560
Q86VW2	ENSP00000484303
Q86VX2	ENSP00000278980
Q86VX2	ENSP00000395339
Q86VX9	ENSP00000296473
Q86VX9	ENSP00000404793
Q86VX9	ENSP00000494294
Q86VX9	ENSP00000494452
Q86VY4	ENSP00000322802
Q86VY9	ENSP00000296978
Q86VY9	ENSP00000376224
Q86VY9	ENSP00000438928
Q86VY9	ENSP00000480294
Q86VZ1	ENSP00000370697
Q86VZ4	ENSP00000239367
Q86VZ5	ENSP00000354829
Q86VZ6	ENSP00000283928
Q86W10	ENSP00000334246
Q86W11	ENSP00000329738
Q86W11	ENSP00000392371
Q86W24	ENSP00000299481
Q86W25	ENSP00000343891
Q86W26	ENSP00000327763
Q86W26	ENSP00000478480
Q86W26	ENSP00000486762
Q86W28	ENSP00000291971
Q86W28	ENSP00000468121
Q86W33	ENSP00000296210
Q86W33	ENSP00000347748
Q86W33	ENSP00000377056
Q86W33	ENSP00000413428
Q86W33	ENSP00000418298
Q86W33	ENSP00000498161
Q86W34	ENSP00000352831
Q86W34	ENSP00000352976
Q86W34	ENSP00000376481
Q86W34	ENSP00000464133
Q86W34	ENSP00000464635
Q86W34	ENSP00000463012
Q86W34	ENSP00000483162
Q86W42	ENSP00000253952
Q86W42	ENSP00000326531
Q86W42	ENSP00000458295
Q86W42	ENSP00000460015
Q86W47	ENSP00000258111
Q86W50	ENSP00000263092
Q86W54	ENSP00000414920
Q86W54	ENSP00000400524
Q86W56	ENSP00000384408
Q86W56	ENSP00000484285
Q86W74	ENSP00000335287
Q86W74	ENSP00000430056
Q86W74	ENSP00000428388
Q86W74	ENSP00000429015
Q86W92	ENSP00000228425
Q86W92	ENSP00000314724
Q86W92	ENSP00000444046
Q86W92	ENSP00000445425
Q86W92	ENSP00000443442
Q86WA6	ENSP00000369734
Q86WA6	ENSP00000369739
Q86WA6	ENSP00000390472
Q86WA8	ENSP00000285737
Q86WA8	ENSP00000445426
Q86WA9	ENSP00000355384
Q86WA9	ENSP00000403998
Q86WA9	ENSP00000440724
Q86WA9	ENSP00000459470
Q86WB0	ENSP00000309301
Q86WB0	ENSP00000351052
Q86WB0	ENSP00000353933
Q86WB7	ENSP00000230256
Q86WB7	ENSP00000355794
Q86WC4	ENSP00000193322
Q86WC6	ENSP00000331065
Q86WD7	ENSP00000298845
Q86WD7	ENSP00000337133
Q86WD7	ENSP00000369723
Q86WD7	ENSP00000409012
Q86WD7	ENSP00000414092
Q86WD7	ENSP00000441511
Q86WD7	ENSP00000445476
Q86WG3	ENSP00000390941
Q86WG3	ENSP00000470842
Q86WG5	ENSP00000256190
Q86WH2	ENSP00000283172
Q86WH2	ENSP00000336616
Q86WH2	ENSP00000443021
Q86WI0	ENSP00000361036
Q86WI1	ENSP00000367655
Q86WI3	ENSP00000262510
Q86WI3	ENSP00000389739
Q86WI3	ENSP00000441727
Q86WI3	ENSP00000441679
Q86WJ1	ENSP00000355100
Q86WJ1	ENSP00000358262
Q86WJ1	ENSP00000358263
Q86WK6	ENSP00000358878
Q86WK6	ENSP00000358880
Q86WK7	ENSP00000323096
Q86WK9	ENSP00000363414
Q86WN1	ENSP00000399259
Q86WN1	ENSP00000427796
Q86WN2	ENSP00000418018
Q86WP2	ENSP00000264779
Q86WP2	ENSP00000421202
Q86WP2	ENSP00000422337
Q86WP2	ENSP00000421709
Q86WQ0	ENSP00000332823
Q86WQ0	ENSP00000402756
Q86WR0	ENSP00000348933
Q86WR0	ENSP00000428000
Q86WR7	ENSP00000277570
Q86WR7	ENSP00000484913
Q86WS3	ENSP00000278855
Q86WS3	ENSP00000494787
Q86WS4	ENSP00000317671
Q86WS4	ENSP00000383897
Q86WS4	ENSP00000473371
Q86WS5	ENSP00000381476
Q86WT6	ENSP00000332284
Q86WT6	ENSP00000342922
Q86WT6	ENSP00000453332
Q86WT6	ENSP00000453177
Q86WT6	ENSP00000453549
Q86WT6	ENSP00000479720
Q86WT6	ENSP00000488341
Q86WT6	ENSP00000488084
Q86WU2	ENSP00000300051
Q86WU2	ENSP00000417011
Q86WV1	ENSP00000338171
Q86WV1	ENSP00000464311
Q86WV5	ENSP00000380762
Q86WV6	ENSP00000331288
Q86WW8	ENSP00000330730
Q86WX3	ENSP00000333948
Q86WZ6	ENSP00000321049
Q86WZ6	ENSP00000375823
Q86WZ6	ENSP00000467577
Q86WZ6	ENSP00000482749
Q86X02	ENSP00000336587
Q86X10	ENSP00000262879
Q86X10	ENSP00000380233
Q86X10	ENSP00000380235
Q86X19	ENSP00000335094
Q86X24	ENSP00000326489
Q86X24	ENSP00000355167
Q86X24	ENSP00000357991
Q86X27	ENSP00000356606
Q86X27	ENSP00000356607
Q86X29	ENSP00000262627
Q86X29	ENSP00000346976
Q86X29	ENSP00000354034
Q86X29	ENSP00000354575
Q86X29	ENSP00000394479
Q86X29	ENSP00000472569
Q86X29	ENSP00000480821
Q86X45	ENSP00000429791
Q86X45	ENSP00000484634
Q86X51	ENSP00000342680
Q86X52	ENSP00000254190
Q86X55	ENSP00000325690
Q86X55	ENSP00000340934
Q86X60	ENSP00000347368
Q86X60	ENSP00000358397
Q86X67	ENSP00000335326
Q86X67	ENSP00000349874
Q86X67	ENSP00000362088
Q86X67	ENSP00000440760
Q86X76	ENSP00000356986
Q86X76	ENSP00000356987
Q86X76	ENSP00000356988
Q86X76	ENSP00000376028
Q86X83	ENSP00000419475
Q86X95	ENSP00000339723
Q86XA0	ENSP00000341543
Q86XA0	ENSP00000466203
Q86XA0	ENSP00000465430
Q86XA0	ENSP00000465890
Q86XA0	ENSP00000482599
Q86XA9	ENSP00000371903
Q86XD5	ENSP00000387147
Q86XD5	ENSP00000386984
Q86XD5	ENSP00000387017
Q86XD5	ENSP00000386568
Q86XD5	ENSP00000410603
Q86XD8	ENSP00000339484
Q86XE0	ENSP00000310620
Q86XE3	ENSP00000321455
Q86XE5	ENSP00000359680
Q86XE5	ENSP00000359681
Q86XF0	ENSP00000319170
Q86XF0	ENSP00000377768
Q86XF0	ENSP00000418415
Q86XF0	ENSP00000480823
Q86XF7	ENSP00000315870
Q86XF7	ENSP00000472578
Q86XH1	ENSP00000254653
Q86XH1	ENSP00000311951
Q86XH1	ENSP00000387347
Q86XI2	ENSP00000348657
Q86XI2	ENSP00000387007
Q86XI2	ENSP00000386569
Q86XI6	ENSP00000308318
Q86XI6	ENSP00000428642
Q86XI6	ENSP00000493491
Q86XI6	ENSP00000494659
Q86XI8	ENSP00000331363
Q86XI8	ENSP00000480314
Q86XJ0	ENSP00000358798
Q86XJ1	ENSP00000266754
Q86XJ1	ENSP00000439672
Q86XJ1	ENSP00000448955
Q86XK2	ENSP00000385398
Q86XK2	ENSP00000384823
Q86XK3	ENSP00000358742
Q86XK3	ENSP00000358744
Q86XK7	ENSP00000217957
Q86XK7	ENSP00000402219
Q86XL3	ENSP00000350686
Q86XL3	ENSP00000437807
Q86XL3	ENSP00000438551
Q86XM0	ENSP00000371037
Q86XN6	ENSP00000480218
Q86XN6	ENSP00000481272
Q86XN8	ENSP00000384398
Q86XP0	ENSP00000290472
Q86XP1	ENSP00000261491
Q86XP1	ENSP00000337572
Q86XP1	ENSP00000368576
Q86XP1	ENSP00000445114
Q86XP1	ENSP00000485809
Q86XP3	ENSP00000352308
Q86XP3	ENSP00000374574
Q86XP3	ENSP00000464050
Q86XP3	ENSP00000463561
Q86XP6	ENSP00000329292
Q86XQ3	ENSP00000282611
Q86XR5	ENSP00000320948
Q86XR5	ENSP00000376848
Q86XR5	ENSP00000376851
Q86XR5	ENSP00000434370
Q86XR5	ENSP00000479082
Q86XR5	ENSP00000479855
Q86XR5	ENSP00000486875
Q86XR5	ENSP00000486953
Q86XR7	ENSP00000415139
Q86XR8	ENSP00000317487
Q86XR8	ENSP00000317902
Q86XR8	ENSP00000445706
Q86XR8	ENSP00000443436
Q86XS5	ENSP00000335255
Q86XS8	ENSP00000261947
Q86XS8	ENSP00000430237
Q86XT2	ENSP00000320416
Q86XT4	ENSP00000327994
Q86XT4	ENSP00000413875
Q86XT9	ENSP00000279396
Q86XT9	ENSP00000388485
Q86XT9	ENSP00000456960
Q86XT9	ENSP00000457492
Q86XU0	ENSP00000334394
Q86XU0	ENSP00000469391
Q86XW9	ENSP00000321929
Q86XW9	ENSP00000335444
Q86XW9	ENSP00000372667
Q86XW9	ENSP00000419882
Q86XX4	ENSP00000326330
Q86XX4	ENSP00000422834
Q86XZ4	ENSP00000326841
Q86XZ4	ENSP00000447947
Q86XZ4	ENSP00000448228
Q86Y01	ENSP00000257600
Q86Y07	ENSP00000342381
Q86Y07	ENSP00000404156
Q86Y07	ENSP00000402375
Q86Y07	ENSP00000408002
Q86Y07	ENSP00000398323
Q86Y07	ENSP00000497378
Q86Y13	ENSP00000355028
Q86Y13	ENSP00000419981
Q86Y13	ENSP00000418871
Q86Y22	ENSP00000375069
Q86Y25	ENSP00000324064
Q86Y26	ENSP00000329448
Q86Y26	ENSP00000407031
Q86Y26	ENSP00000444896
Q86Y26	ENSP00000478903
Q86Y33	ENSP00000296733
Q86Y33	ENSP00000315720
Q86Y33	ENSP00000370781
Q86Y33	ENSP00000423919
Q86Y33	ENSP00000426776
Q86Y34	ENSP00000332900
Q86Y37	ENSP00000358147
Q86Y37	ENSP00000431329
Q86Y38	ENSP00000261381
Q86Y38	ENSP00000495604
Q86Y39	ENSP00000311740
Q86Y39	ENSP00000389160
Q86Y46	ENSP00000307014
Q86Y56	ENSP00000297440
Q86Y78	ENSP00000334463
Q86Y78	ENSP00000376594
Q86Y78	ENSP00000386413
Q86Y78	ENSP00000396855
Q86Y79	ENSP00000418661
Q86Y79	ENSP00000439469
Q86Y82	ENSP00000363054
Q86Y91	ENSP00000465501
Q86Y97	ENSP00000255613
Q86Y97	ENSP00000397296
Q86Y97	ENSP00000467499
Q86YA3	ENSP00000309095
Q86YA3	ENSP00000390505
Q86YA3	ENSP00000424737
Q86YA3	ENSP00000482897
Q86YB8	ENSP00000346635
Q86YC2	ENSP00000261584
Q86YC3	ENSP00000328625
Q86YD1	ENSP00000375717
Q86YD1	ENSP00000469128
Q86YD1	ENSP00000472816
Q86YD3	ENSP00000315635
Q86YD3	ENSP00000278959
Q86YD3	ENSP00000346237
Q86YD3	ENSP00000352924
Q86YD3	ENSP00000411882
Q86YD3	ENSP00000416071
Q86YD3	ENSP00000431205
Q86YD5	ENSP00000318607
Q86YD5	ENSP00000433954
Q86YD7	ENSP00000307798
Q86YD7	ENSP00000445418
Q86YE8	ENSP00000340171
Q86YE8	ENSP00000349861
Q86YE8	ENSP00000375983
Q86YE8	ENSP00000440464
Q86YE8	ENSP00000465020
Q86YF9	ENSP00000257312
Q86YF9	ENSP00000355018
Q86YF9	ENSP00000355175
Q86YF9	ENSP00000366025
Q86YF9	ENSP00000431168
Q86YG4	ENSP00000330247
Q86YH2	ENSP00000481008
Q86YH2	ENSP00000480958
Q86YH6	ENSP00000358027
Q86YH6	ENSP00000358033
Q86YI8	ENSP00000366876
Q86YJ5	ENSP00000266643
Q86YJ5	ENSP00000446758
Q86YJ6	ENSP00000327323
Q86YJ6	ENSP00000339563
Q86YJ7	ENSP00000378328
Q86YJ7	ENSP00000431958
Q86YJ7	ENSP00000481530
Q86YL5	ENSP00000315111
Q86YL5	ENSP00000408126
Q86YL5	ENSP00000430325
Q86YL5	ENSP00000479558
Q86YL7	ENSP00000294489
Q86YL7	ENSP00000365225
Q86YL7	ENSP00000365229
Q86YL7	ENSP00000426063
Q86YL7	ENSP00000427537
Q86YL7	ENSP00000425304
Q86YL7	ENSP00000479591
Q86YL7	ENSP00000478125
Q86YM7	ENSP00000282260
Q86YM7	ENSP00000334382
Q86YM7	ENSP00000426651
Q86YN1	ENSP00000361625
Q86YN1	ENSP00000384043
Q86YN6	ENSP00000312649
Q86YN6	ENSP00000353638
Q86YN6	ENSP00000377855
Q86YN6	ENSP00000384403
Q86YP4	ENSP00000351552
Q86YP4	ENSP00000353463
Q86YP4	ENSP00000384899
Q86YQ8	ENSP00000329748
Q86YQ8	ENSP00000439237
Q86YR5	ENSP00000291775
Q86YR5	ENSP00000376673
Q86YR5	ENSP00000390705
Q86YR6	ENSP00000299443
Q86YR7	ENSP00000328118
Q86YR7	ENSP00000414131
Q86YR7	ENSP00000388190
Q86YR7	ENSP00000420070
Q86YS3	ENSP00000378227
Q86YS3	ENSP00000482620
Q86YS6	ENSP00000319781
Q86YS6	ENSP00000376981
Q86YS6	ENSP00000376982
Q86YS6	ENSP00000376984
Q86YS6	ENSP00000376985
Q86YS6	ENSP00000427632
Q86YS6	ENSP00000481399
Q86YS7	ENSP00000334229
Q86YS7	ENSP00000379345
Q86YS7	ENSP00000388756
Q86YS7	ENSP00000439392
Q86YS7	ENSP00000441951
Q86YS7	ENSP00000443204
Q86YT5	ENSP00000293800
Q86YT5	ENSP00000370464
Q86YT5	ENSP00000406220
Q86YT5	ENSP00000459372
Q86YT6	ENSP00000261537
Q86YT9	ENSP00000292067
Q86YT9	ENSP00000348635
Q86YT9	ENSP00000431218
Q86YV0	ENSP00000341905
Q86YV5	ENSP00000481109
Q86YV5	ENSP00000479068
Q86YV6	ENSP00000274643
Q86YV9	ENSP00000299238
Q86YW0	ENSP00000266505
Q86YW0	ENSP00000445026
Q86YW5	ENSP00000362219
Q86YW5	ENSP00000402855
Q86YW5	ENSP00000400405
Q86YW7	ENSP00000479431
Q86YW7	ENSP00000478993
Q86YW9	ENSP00000310760
Q86YW9	ENSP00000403308
Q86YW9	ENSP00000417235
Q86YZ3	ENSP00000357791
Q86Z02	ENSP00000340956
Q86Z02	ENSP00000358566
Q86Z02	ENSP00000358571
Q86Z02	ENSP00000358572
Q86Z02	ENSP00000407442
Q86Z14	ENSP00000257408
Q86Z20	ENSP00000379754
Q86Z20	ENSP00000379756
Q86Z20	ENSP00000426795
Q86Z20	ENSP00000484313
Q86Z20	ENSP00000481190
Q86Z20	ENSP00000479651
Q86Z23	ENSP00000335285
Q8HWS3	ENSP00000332208
Q8IU54	ENSP00000329991
Q8IU57	ENSP00000327824
Q8IU57	ENSP00000328994
Q8IU57	ENSP00000363539
Q8IU57	ENSP00000363542
Q8IU60	ENSP00000373715
Q8IU60	ENSP00000425770
Q8IU68	ENSP00000325561
Q8IU68	ENSP00000467482
Q8IU80	ENSP00000334962
Q8IU80	ENSP00000371211
Q8IU80	ENSP00000385453
Q8IU80	ENSP00000384964
Q8IU81	ENSP00000307265
Q8IU85	ENSP00000368122
Q8IU85	ENSP00000478874
Q8IU89	ENSP00000284382
Q8IU89	ENSP00000377672
Q8IU89	ENSP00000437640
Q8IU99	ENSP00000329926
Q8IUA0	ENSP00000289953
Q8IUA0	ENSP00000361735
Q8IUA7	ENSP00000342216
Q8IUA7	ENSP00000465601
Q8IUB2	ENSP00000243938
Q8IUB3	ENSP00000327628
Q8IUB3	ENSP00000337466
Q8IUB5	ENSP00000302938
Q8IUB9	ENSP00000375108
Q8IUC0	ENSP00000347635
Q8IUC1	ENSP00000330720
Q8IUC2	ENSP00000332805
Q8IUC3	ENSP00000479656
Q8IUC4	ENSP00000254260
Q8IUC6	ENSP00000248244
Q8IUC8	ENSP00000376570
Q8IUC8	ENSP00000387239
Q8IUD2	ENSP00000340054
Q8IUD2	ENSP00000354158
Q8IUD2	ENSP00000380386
Q8IUD2	ENSP00000410064
Q8IUD2	ENSP00000438546
Q8IUD2	ENSP00000442976
Q8IUD2	ENSP00000468263
Q8IUD2	ENSP00000479523
Q8IUD2	ENSP00000489059
Q8IUD2	ENSP00000489460
Q8IUD2	ENSP00000489601
Q8IUD2	ENSP00000489265
Q8IUD2	ENSP00000489361
Q8IUD2	ENSP00000489064
Q8IUD2	ENSP00000489120
Q8IUD2	ENSP00000489206
Q8IUD6	ENSP00000323693
Q8IUD6	ENSP00000328340
Q8IUD6	ENSP00000440470
Q8IUE0	ENSP00000318502
Q8IUE0	ENSP00000453750
Q8IUE1	ENSP00000355119
Q8IUE1	ENSP00000453704
Q8IUE6	ENSP00000332790
Q8IUF1	ENSP00000259199
Q8IUF8	ENSP00000328251
Q8IUF8	ENSP00000353395
Q8IUF8	ENSP00000377748
Q8IUF8	ENSP00000424955
Q8IUG1	ENSP00000344420
Q8IUG1	ENSP00000461303
Q8IUG5	ENSP00000334563
Q8IUG5	ENSP00000386096
Q8IUG5	ENSP00000441229
Q8IUH2	ENSP00000315203
Q8IUH3	ENSP00000286070
Q8IUH3	ENSP00000482083
Q8IUH4	ENSP00000382288
Q8IUH4	ENSP00000400113
Q8IUH5	ENSP00000403397
Q8IUH8	ENSP00000332488
Q8IUI8	ENSP00000318804
Q8IUK5	ENSP00000323927
Q8IUK5	ENSP00000462089
Q8IUK8	ENSP00000269503
Q8IUK8	ENSP00000463771
Q8IUL8	ENSP00000291495
Q8IUM7	ENSP00000311196
Q8IUM7	ENSP00000433135
Q8IUM7	ENSP00000492526
Q8IUN9	ENSP00000254868
Q8IUN9	ENSP00000460252
Q8IUN9	ENSP00000458728
Q8IUQ0	ENSP00000325506
Q8IUQ0	ENSP00000428402
Q8IUQ4	ENSP00000349156
Q8IUQ4	ENSP00000369343
Q8IUQ4	ENSP00000378214
Q8IUQ4	ENSP00000456421
Q8IUR0	ENSP00000316990
Q8IUR0	ENSP00000399025
Q8IUR0	ENSP00000470262
Q8IUR5	ENSP00000256062
Q8IUR5	ENSP00000442046
Q8IUR6	ENSP00000296953
Q8IUR6	ENSP00000428290
Q8IUR6	ENSP00000431107
Q8IUR7	ENSP00000351221
Q8IUR7	ENSP00000420706
Q8IUR7	ENSP00000419413
Q8IUR7	ENSP00000420440
Q8IUR7	ENSP00000420333
Q8IUR7	ENSP00000417304
Q8IUR7	ENSP00000441592
Q8IUS5	ENSP00000359410
Q8IUW5	ENSP00000313385
Q8IUW5	ENSP00000398778
Q8IUX1	ENSP00000351737
Q8IUX1	ENSP00000377039
Q8IUX1	ENSP00000433471
Q8IUX4	ENSP00000309749
Q8IUX4	ENSP00000370977
Q8IUX7	ENSP00000223357
Q8IUX7	ENSP00000398878
Q8IUX8	ENSP00000355126
Q8IUX8	ENSP00000369976
Q8IUY3	ENSP00000311657
Q8IUZ0	ENSP00000260382
Q8IUZ0	ENSP00000414065
Q8IUZ0	ENSP00000439600
Q8IUZ0	ENSP00000453273
Q8IUZ5	ENSP00000310978
Q8IV01	ENSP00000377520
Q8IV01	ENSP00000431400
Q8IV01	ENSP00000435316
Q8IV03	ENSP00000321026
Q8IV04	ENSP00000310193
Q8IV04	ENSP00000435543
Q8IV04	ENSP00000443654
Q8IV08	ENSP00000348901
Q8IV08	ENSP00000387022
Q8IV08	ENSP00000386293
Q8IV08	ENSP00000387050
Q8IV08	ENSP00000386938
Q8IV13	ENSP00000377547
Q8IV16	ENSP00000480053
Q8IV20	ENSP00000317619
Q8IV20	ENSP00000391747
Q8IV31	ENSP00000352284
Q8IV31	ENSP00000386879
Q8IV31	ENSP00000386335
Q8IV31	ENSP00000387044
Q8IV31	ENSP00000386564
Q8IV36	ENSP00000413520
Q8IV38	ENSP00000303570
Q8IV42	ENSP00000357882
Q8IV42	ENSP00000384764
Q8IV45	ENSP00000244565
Q8IV45	ENSP00000362258
Q8IV48	ENSP00000250263
Q8IV48	ENSP00000430190
Q8IV48	ENSP00000429615
Q8IV53	ENSP00000370889
Q8IV53	ENSP00000437805
Q8IV56	ENSP00000317836
Q8IV61	ENSP00000385886
Q8IV61	ENSP00000384192
Q8IV61	ENSP00000383917
Q8IV63	ENSP00000324636
Q8IV63	ENSP00000366210
Q8IV63	ENSP00000472541
Q8IV63	ENSP00000473171
Q8IV63	ENSP00000469880
Q8IV63	ENSP00000470156
Q8IV76	ENSP00000359382
Q8IV77	ENSP00000369268
Q8IVA1	ENSP00000310585
Q8IVA1	ENSP00000472761
Q8IVB4	ENSP00000320246
Q8IVB5	ENSP00000474487
Q8IVC4	ENSP00000306756
Q8IVD9	ENSP00000347626
Q8IVE3	ENSP00000282406
Q8IVF2	ENSP00000353114
Q8IVF2	ENSP00000450998
Q8IVF4	ENSP00000489675
Q8IVF5	ENSP00000275246
Q8IVF5	ENSP00000353528
Q8IVF5	ENSP00000407183
Q8IVF5	ENSP00000437188
Q8IVF5	ENSP00000433348
Q8IVF7	ENSP00000335655
Q8IVF7	ENSP00000344311
