logFC,AveExpr,t,P.Value,adj.P.Val,B,description,short.name,sub.cell,GO,GO.ID,gene.name,ID,Complex
0.527449339,21.71194482,1.497498443,0.186786917,0.340382964,-5.628516065,Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain chain Z) (Multicatalytic endopeptidase complex chain Z) (Proteasome subunit Z),PSB7_MOUSE,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q99436}. Nucleus {ECO:0000250|UniProtKB:Q99436}.,cytosol [GO:0005829]; nucleoplasm [GO:0005654]; proteasome complex [GO:0000502]; proteasome core complex [GO:0005839]; proteasome core complex. beta-subunit complex [GO:0019774]; threonine-type endopeptidase activity [GO:0004298]; proteolysis involved in cellular protein catabolic process [GO:0051603],GO:0000502; GO:0004298; GO:0005654; GO:0005829; GO:0005839; GO:0019774; GO:0051603,Psmb7,P70195,26S Proteasome
0.698552164,23.00096342,1.46565395,0.187547325,0.340879297,-5.774791356,Ganglioside-induced differentiation-associated protein 1 (GDAP1),GDAP1_MOUSE,SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250|UniProtKB:Q8TB36}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q8TB36}. Cytoplasm {ECO:0000269|PubMed:16172208}.,cytoplasm [GO:0005737]; cytosol [GO:0005829]; integral component of mitochondrial outer membrane [GO:0031307]; mitochondrion [GO:0005739]; glutathione transferase activity [GO:0004364]; cellular response to vitamin D [GO:0071305]; glutathione metabolic process [GO:0006749]; mitochondrial fission [GO:0000266]; mitochondrial fusion [GO:0008053]; protein targeting to mitochondrion [GO:0006626]; response to retinoic acid [GO:0032526],GO:0000266; GO:0004364; GO:0005737; GO:0005739; GO:0005829; GO:0006626; GO:0006749; GO:0008053; GO:0031307; GO:0032526; GO:0071305,Gdap1,O88741,NA
-0.682809121,25.2855058,-1.46268529,0.18833144,0.340879297,-5.77852387,Succinate--CoA ligase [ADP-forming] subunit beta. mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA),SUCB1_MOUSE,SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03220}.,mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase activity [GO:0004774]; succinate metabolic process [GO:0006105]; succinyl-CoA metabolic process [GO:0006104]; tricarboxylic acid cycle [GO:0006099],GO:0004774; GO:0004775; GO:0005524; GO:0005739; GO:0006099; GO:0006104; GO:0006105; GO:0043209; GO:0046872,Sucla2,Q9Z2I9,NA
-0.911762421,21.28899031,-1.490820087,0.188473719,0.340879297,-5.636793239,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit) (Ribophorin I) (RPN-I) (Ribophorin-1),RPN1_MOUSE,SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000250|UniProtKB:E2RQ08. ECO:0000250|UniProtKB:Q9GMB0}. Endoplasmic reticulum membrane; Single-pass type I membrane protein {ECO:0000305}. Melanosome {ECO:0000250|UniProtKB:P04843}.,cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; melanosome [GO:0042470]; oligosaccharyltransferase complex [GO:0008250]; rough endoplasmic reticulum [GO:0005791]; dolichyl-diphosphooligosaccharide-protein glycotransferase activity [GO:0004579]; protein N-linked glycosylation via asparagine [GO:0018279],GO:0004579; GO:0005783; GO:0005789; GO:0005791; GO:0005829; GO:0008250; GO:0016021; GO:0018279; GO:0042470,Rpn1,Q91YQ5,oligosaccharyl transferase complex
-0.960791757,24.24969988,-1.463419348,0.188137276,0.340879297,-5.777601295,Succinate dehydrogenase [ubiquinone] flavoprotein subunit. mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp),SDHA_MOUSE,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q0QF01}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q0QF01}; Matrix side {ECO:0000250|UniProtKB:Q0QF01}.,mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex II. succinate dehydrogenase complex (ubiquinone) [GO:0005749]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; nucleolus [GO:0005730]; electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; succinate dehydrogenase (ubiquinone) activity [GO:0008177]; anaerobic respiration [GO:0009061]; mitochondrial electron transport. succinate to ubiquinone [GO:0006121]; nervous system development [GO:0007399]; oxidation-reduction process [GO:0055114]; respiratory electron transport chain [GO:0022904]; succinate metabolic process [GO:0006105]; tricarboxylic acid cycle [GO:0006099],GO:0005730; GO:0005739; GO:0005743; GO:0005749; GO:0006099; GO:0006105; GO:0006121; GO:0007399; GO:0008177; GO:0009055; GO:0009061; GO:0022904; GO:0043209; GO:0050660; GO:0055114,Sdha,Q8K2B3,NA
-0.884010723,24.65745123,-1.453930136,0.190661306,0.344190073,-5.789509105,Ras-related protein Rab-2A,RAB2A_MOUSE,SUBCELLULAR LOCATION: Endoplasmic reticulum-Golgi intermediate compartment membrane; Lipid-anchor. Melanosome {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}. Golgi apparatus membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.,endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; melanosome [GO:0042470]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192],GO:0000139; GO:0003924; GO:0005525; GO:0005789; GO:0005794; GO:0006886; GO:0007030; GO:0016020; GO:0016192; GO:0019003; GO:0033116; GO:0042470; GO:0043025; GO:0048471,Rab2a,P53994,NA
-0.722284848,25.03055803,-1.450787441,0.191503972,0.3450651,-5.793443982,F-actin-capping protein subunit alpha-2 (CapZ alpha-2),CAZA2_MOUSE,,brush border [GO:0005903]; cortical cytoskeleton [GO:0030863]; F-actin capping protein complex [GO:0008290]; membrane [GO:0016020]; actin binding [GO:0003779]; barbed-end actin filament capping [GO:0051016],GO:0003779; GO:0005903; GO:0008290; GO:0016020; GO:0030863; GO:0051016,Capza2,P47754,RICH1/AMOT polarity complex. Flag-Rich1 precipitated
-0.468723692,23.42420458,-1.472481205,0.193179467,0.346942824,-5.659439399,cAMP-dependent protein kinase type II-beta regulatory subunit,KAP3_MOUSE,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell membrane {ECO:0000250}. Note=Colocalizes with PJA2 in the cytoplasm and at the cell membrane. {ECO:0000250}.,cAMP-dependent protein kinase complex [GO:0005952]; centrosome [GO:0005813]; ciliary base [GO:0097546]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; membrane raft [GO:0045121]; mitochondrial inner membrane [GO:0005743]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; cAMP binding [GO:0030552]; cAMP-dependent protein kinase inhibitor activity [GO:0004862]; cAMP-dependent protein kinase regulator activity [GO:0008603]; protein domain specific binding [GO:0019904]; protein kinase A catalytic subunit binding [GO:0034236]; protein kinase binding [GO:0019901]; ubiquitin protein ligase binding [GO:0031625]; fatty acid metabolic process [GO:0006631]; learning [GO:0007612]; negative regulation of cAMP-dependent protein kinase activity [GO:2000480]; regulation of protein kinase activity [GO:0045859]; response to clozapine [GO:0097338],GO:0004862; GO:0005737; GO:0005743; GO:0005813; GO:0005886; GO:0005952; GO:0006631; GO:0007612; GO:0008603; GO:0019901; GO:0019904; GO:0030425; GO:0030552; GO:0031625; GO:0034236; GO:0043025; GO:0043197; GO:0043198; GO:0045121; GO:0045859; GO:0048471; GO:0097338; GO:0097546; GO:0098794; GO:2000480,Prkar2b,P31324,cAMP-dependent protein kinase
-0.849156475,23.38501002,-1.444256752,0.193265868,0.346942824,-5.80160671,Beta-adducin (Add97) (Erythrocyte adducin subunit beta),ADDB_MOUSE,SUBCELLULAR LOCATION: Cytoplasm. cytoskeleton {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}.,cytoplasmic vesicle [GO:0031410]; F-actin capping protein complex [GO:0008290]; membrane [GO:0016020]; plasma membrane raft [GO:0044853]; postsynaptic density [GO:0014069]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; calmodulin binding [GO:0005516]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; spectrin binding [GO:0030507]; structural molecule activity [GO:0005198]; actin filament bundle assembly [GO:0051017]; barbed-end actin filament capping [GO:0051016]; hemopoiesis [GO:0030097]; ion transport [GO:0006811]; leukocyte migration [GO:0050900]; leukocyte tethering or rolling [GO:0050901]; positive regulation of protein binding [GO:0032092]; protein-containing complex assembly [GO:0065003],GO:0003779; GO:0005198; GO:0005516; GO:0006811; GO:0008290; GO:0014069; GO:0016020; GO:0019901; GO:0030097; GO:0030507; GO:0031410; GO:0032092; GO:0042803; GO:0044853; GO:0046982; GO:0050900; GO:0050901; GO:0051015; GO:0051016; GO:0051017; GO:0065003,Add2,Q9QYB8,NA
-0.507667907,24.44501924,-1.468389924,0.194244179,0.348050908,-5.664474716,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11. mitochondrial (Complex I-ESSS) (CI-ESSS) (NADH-ubiquinone oxidoreductase ESSS subunit) (Neuronal protein 15.6) (Np15.6) (p15.6),NDUBB_MOUSE,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q9NX14}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q9NX14}.,integral component of membrane [GO:0016021]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; mitochondrial respiratory chain complex I assembly [GO:0032981]; oxidation-reduction process [GO:0055114],GO:0005739; GO:0005747; GO:0016021; GO:0032981; GO:0055114,Ndufb11,O09111,NA
-0.465714009,24.25217234,-1.463898114,0.195419434,0.349507113,-5.669995781,Phosphatidylinositol transfer protein alpha isoform (PI-TP-alpha) (PtdIns transfer protein alpha) (PtdInsTP alpha),PIPNA_MOUSE,SUBCELLULAR LOCATION: Cytoplasm.,cytosol [GO:0005829]; integral component of membrane [GO:0016021]; myelin sheath [GO:0043209]; fatty-acyl-CoA binding [GO:0000062]; lipid binding [GO:0008289]; phosphatidylcholine binding [GO:0031210]; phosphatidylcholine transporter activity [GO:0008525]; phosphatidylinositol binding [GO:0035091]; phosphatidylinositol transporter activity [GO:0008526]; phospholipid binding [GO:0005543]; stearic acid binding [GO:0070540]; axonogenesis [GO:0007409]; phospholipid transport [GO:0015914],GO:0000062; GO:0005543; GO:0005829; GO:0007409; GO:0008289; GO:0008525; GO:0008526; GO:0015914; GO:0016021; GO:0031210; GO:0035091; GO:0043209; GO:0070540,Pitpna,P53810,NA
-0.421690796,23.54318755,-1.457283815,0.197162105,0.351970868,-5.678111851,Actin-related protein 2/3 complex subunit 1A (SOP2-like protein) (Sid 329),ARC1A_MOUSE,SUBCELLULAR LOCATION: Cytoplasm. cytoskeleton {ECO:0000305}.,Arp2/3 protein complex [GO:0005885]; cytoplasm [GO:0005737]; muscle cell projection membrane [GO:0036195]; actin filament binding [GO:0051015]; Arp2/3 complex-mediated actin nucleation [GO:0034314],GO:0005737; GO:0005885; GO:0034314; GO:0036195; GO:0051015,Arpc1a,Q9R0Q6,Arp2/3 protein complex
0.457702094,23.2188293,1.446398813,0.200061516,0.356486695,-5.691431996,CD82 antigen (C33 antigen) (IA4) (Inducible membrane protein R2) (Metastasis suppressor Kangai-1 homolog) (CD antigen CD82),CD82_MOUSE,SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.,integral component of plasma membrane [GO:0005887]; cell surface receptor signaling pathway [GO:0007166],GO:0005887; GO:0007166,Cd82,P40237,NA
-0.796199857,22.83071957,-1.414640445,0.201441004,0.358282524,-5.838380143,Pyridoxal phosphate phosphatase (PLP phosphatase) (EC 3.1.3.3) (EC 3.1.3.74) (Chronophin),PLPP_MOUSE,SUBCELLULAR LOCATION: Cytoplasm. cytosol {ECO:0000250|UniProtKB:Q96GD0}. Cytoplasm. cytoskeleton {ECO:0000250|UniProtKB:Q96GD0}. Cell projection. ruffle membrane {ECO:0000250|UniProtKB:Q96GD0}; Peripheral membrane protein {ECO:0000250. ECO:0000250|UniProtKB:Q96GD0}; Cytoplasmic side {ECO:0000250|UniProtKB:Q96GD0}. Cell projection. lamellipodium membrane {ECO:0000250|UniProtKB:Q96GD0}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q96GD0}; Cytoplasmic side {ECO:0000250|UniProtKB:Q96GD0}. Cell membrane {ECO:0000250|UniProtKB:Q96GD0}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q96GD0}; Cytoplasmic side {ECO:0000250|UniProtKB:Q96GD0}. Note=Colocalizes with the actin cytoskeleton in membrane ruffles and lamellipodia. Diffusely distributed throughout the cytosol during pro-metaphase and metaphase. Detected at the dynamic cell poles during telophase. Detected at the cleavage furrow and contractile ring during cytokinesis. Transiently detected at the plasma membrane in late stages of cytokinesis. Detected at the midbody. {ECO:0000250|UniProtKB:Q96GD0}.,actin cytoskeleton [GO:0015629]; cell-cell junction [GO:0005911]; cleavage furrow [GO:0032154]; contractile ring [GO:0070938]; cytosol [GO:0005829]; lamellipodium membrane [GO:0031258]; midbody [GO:0030496]; ruffle membrane [GO:0032587]; growth factor binding [GO:0019838]; heat shock protein binding [GO:0031072]; magnesium ion binding [GO:0000287]; nucleotide phosphatase activity. acting on free nucleotides [GO:0098519]; phosphoprotein phosphatase activity [GO:0004721]; phosphoserine phosphatase activity [GO:0004647]; protein homodimerization activity [GO:0042803]; pyridoxal phosphatase activity [GO:0033883]; actin rod assembly [GO:0031247]; cellular response to ATP [GO:0071318]; positive regulation of actin filament depolymerization [GO:0030836]; protein dephosphorylation [GO:0006470]; pyridoxal phosphate catabolic process [GO:0032361]; regulation of cytokinesis [GO:0032465]; regulation of mitotic nuclear division [GO:0007088],GO:0000287; GO:0004647; GO:0004721; GO:0005829; GO:0005911; GO:0006470; GO:0007088; GO:0015629; GO:0019838; GO:0030496; GO:0030836; GO:0031072; GO:0031247; GO:0031258; GO:0032154; GO:0032361; GO:0032465; GO:0032587; GO:0033883; GO:0042803; GO:0070938; GO:0071318; GO:0098519,Pdxp,P60487,NA
0.616374164,22.1563808,1.436917195,0.202619353,0.359318507,-5.702997478,Proteasome subunit alpha type-4 (EC 3.4.25.1) (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L),PSA4_MOUSE,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22078707}. Nucleus {ECO:0000269|PubMed:22078707}. Note=Colocalizes with TRIM5 in the cytoplasmic bodies. {ECO:0000269|PubMed:22078707}.,cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; proteasome complex [GO:0000502]; proteasome core complex [GO:0005839]; proteasome core complex. alpha-subunit complex [GO:0019773]; threonine-type endopeptidase activity [GO:0004298]; ubiquitin-dependent protein catabolic process [GO:0006511],GO:0000502; GO:0000932; GO:0004298; GO:0005634; GO:0005654; GO:0005829; GO:0005839; GO:0006511; GO:0019773; GO:0043231,Psma4,Q9R1P0,26S Proteasome
-0.6840318,23.9533533,-1.409932082,0.20276895,0.359318507,-5.844188839,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (SERCA2) (SR Ca(2+)-ATPase 2) (EC 3.6.3.8) (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type. slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase);Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 (SERCA1) (SR Ca(2+)-ATPase 1) (EC 3.6.3.8) (Calcium pump 1) (Calcium-transporting ATPase sarcoplasmic reticulum type. fast twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase),AT2A2_MOUSE;AT2A1_MOUSE,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:23395171}; Multi-pass membrane protein {ECO:0000255}. Sarcoplasmic reticulum membrane {ECO:0000269|PubMed:22355118}; Multi-pass membrane protein {ECO:0000255}.;SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P04191}; Multi-pass membrane protein {ECO:0000255}. Sarcoplasmic reticulum membrane {ECO:0000269|PubMed:26816378}; Multi-pass membrane protein {ECO:0000255}.,calcium ion-transporting ATPase complex [GO:0090534]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; longitudinal sarcoplasmic reticulum [GO:0014801]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; perinuclear region of cytoplasm [GO:0048471]; protein-containing complex [GO:0032991]; ribbon synapse [GO:0097470]; sarcoplasmic reticulum [GO:0016529]; sarcoplasmic reticulum membrane [GO:0033017]; vesicle membrane [GO:0012506]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; calcium-transporting ATPase activity [GO:0005388]; calcium-transporting ATPase activity involved in regulation of cardiac muscle cell membrane potential [GO:0086039]; enzyme binding [GO:0019899]; lutropin-choriogonadotropic hormone receptor binding [GO:0031775]; protein C-terminus binding [GO:0008022]; S100 protein binding [GO:0044548]; calcium ion import into sarcoplasmic reticulum [GO:1990036]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; calcium ion transport from cytosol to endoplasmic reticulum [GO:1903515]; cardiac muscle hypertrophy in response to stress [GO:0014898]; cellular calcium ion homeostasis [GO:0006874]; cellular response to oxidative stress [GO:0034599]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; ER-nucleus signaling pathway [GO:0006984]; negative regulation of heart contraction [GO:0045822]; organelle organization [GO:0006996]; positive regulation of endoplasmic reticulum calcium ion concentration [GO:0032470]; regulation of calcium ion-dependent exocytosis of neurotransmitter [GO:1903233]; regulation of cardiac muscle cell action potential involved in regulation of contraction [GO:0098909]; regulation of cardiac muscle cell membrane potential [GO:0086036]; regulation of cardiac muscle contraction by calcium ion signaling [GO:0010882]; regulation of muscle contraction [GO:0006937]; regulation of the force of heart contraction [GO:0002026]; relaxation of cardiac muscle [GO:0055119]; response to lipopolysaccharide [GO:0032496]; response to peptide hormone [GO:0043434]; sarcoplasmic reticulum calcium ion transport [GO:0070296]; T-tubule organization [GO:0033292]; transition between fast and slow fiber [GO:0014883];endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; H zone [GO:0031673]; I band [GO:0031674]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; mitochondrion [GO:0005739]; perinuclear region of cytoplasm [GO:0048471]; sarcoplasmic reticulum [GO:0016529]; sarcoplasmic reticulum membrane [GO:0033017]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; calcium ion binding [GO:0005509]; calcium-transporting ATPase activity [GO:0005388]; nucleotide-sugar transmembrane transporter activity [GO:0005338]; protein homodimerization activity [GO:0042803]; apoptotic mitochondrial changes [GO:0008637]; calcium ion import [GO:0070509]; calcium ion transport [GO:0006816]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; maintenance of mitochondrion location [GO:0051659]; negative regulation of endoplasmic reticulum calcium ion concentration [GO:0032471]; negative regulation of striated muscle contraction [GO:0045988]; positive regulation of endoplasmic reticulum calcium ion concentration [GO:0032470]; positive regulation of fast-twitch skeletal muscle fiber contraction [GO:0031448]; positive regulation of mitochondrial calcium ion concentration [GO:0051561]; regulation of muscle contraction [GO:0006937]; regulation of striated muscle contraction [GO:0006942]; relaxation of skeletal muscle [GO:0090076]; response to endoplasmic reticulum stress [GO:0034976]; response to peptide hormone [GO:0043434]; sarcoplasmic reticulum calcium ion transport [GO:0070296],GO:0002026; GO:0005388; GO:0005509; GO:0005524; GO:0005654; GO:0005783; GO:0005789; GO:0006816; GO:0006874; GO:0006937; GO:0006984; GO:0006996; GO:0008022; GO:0010882; GO:0012506; GO:0014801; GO:0014883; GO:0014898; GO:0016020; GO:0016529; GO:0019899; GO:0031234; GO:0031775; GO:0032469; GO:0032470; GO:0032496; GO:0032991; GO:0033017; GO:0033292; GO:0034599; GO:0043434; GO:0044548; GO:0045822; GO:0048471; GO:0055119; GO:0070296; GO:0070588; GO:0086036; GO:0086039; GO:0090534; GO:0097470; GO:0098909; GO:1903233; GO:1903515; GO:1990036;GO:0005338; GO:0005388; GO:0005509; GO:0005524; GO:0005739; GO:0005783; GO:0005789; GO:0005793; GO:0006816; GO:0006937; GO:0006942; GO:0008637; GO:0016020; GO:0016021; GO:0016529; GO:0016887; GO:0031448; GO:0031673; GO:0031674; GO:0032470; GO:0032471; GO:0033017; GO:0034976; GO:0042803; GO:0043231; GO:0043434; GO:0045988; GO:0048471; GO:0051561; GO:0051659; GO:0070059; GO:0070296; GO:0070509; GO:0090076,Atp2a2;Atp2a1,O55143,NA
1.40234531,19.75377699,1.429227815,0.204715935,0.360779089,-5.712350929,Dystrobrevin alpha (DTN-A) (Alpha-dystrobrevin),DTNA_MOUSE,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14623885}. Cell junction. synapse {ECO:0000269|PubMed:14623885}. Cell membrane {ECO:0000269|PubMed:14623885}. Note=In peripheral nerves. colocalizes with MAGEE1 in the Schwann cell membrane.,axon [GO:0030424]; cell junction [GO:0030054]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; dystrobrevin complex [GO:0016014]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; protein-containing complex [GO:0032991]; sarcolemma [GO:0042383]; synapse [GO:0045202]; PDZ domain binding [GO:0030165]; zinc ion binding [GO:0008270],GO:0005737; GO:0008270; GO:0016014; GO:0030054; GO:0030165; GO:0030424; GO:0031234; GO:0032991; GO:0042383; GO:0042995; GO:0045202,Dtna,Q9D2N4,NA
-0.522350597,24.16142846,-1.40438609,0.204343205,0.360779089,-5.851017494,Coactosin-like protein,COTL1_MOUSE,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q14019}. Cytoplasm. cytoskeleton {ECO:0000250|UniProtKB:Q14019}. Nucleus {ECO:0000250|UniProtKB:Q14019}.,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; nucleus [GO:0005634]; actin binding [GO:0003779]; enzyme binding [GO:0019899]; defense response to fungus [GO:0050832],GO:0003779; GO:0005634; GO:0005737; GO:0005856; GO:0019899; GO:0050832,Cotl1,Q9CQI6,NA
-0.703083993,24.46022516,-1.403953054,0.204466584,0.360779089,-5.851550069,NADH dehydrogenase [ubiquinone] iron-sulfur protein 3. mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit),NDUS3_MOUSE,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}. Note=Matrix and cytoplasmic side of the mitochondrial inner membrane. {ECO:0000250}.,mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain complex I [GO:0005747]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; nuclear body [GO:0016604]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; NADH dehydrogenase activity [GO:0003954]; cellular respiration [GO:0045333]; negative regulation of cell growth [GO:0030308]; negative regulation of intrinsic apoptotic signaling pathway [GO:2001243]; reactive oxygen species metabolic process [GO:0072593],GO:0003954; GO:0005739; GO:0005743; GO:0005747; GO:0008137; GO:0016604; GO:0030308; GO:0031966; GO:0043209; GO:0045333; GO:0072593; GO:2001243,Ndufs3,Q9DCT2,Respiratory chain complex I (early intermediate NDUFAF1 assembly).  mitochondrial
-0.57626541,21.53032383,-1.42443646,0.206032481,0.361776524,-5.718167326,Thioredoxin reductase 1. cytoplasmic (TR) (EC 1.8.1.9) (Thioredoxin reductase TR1),TRXR1_MOUSE,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10721726}.,cytoplasm [GO:0005737]; cytosol [GO:0005829]; fibrillar center [GO:0001650]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; mercury ion binding [GO:0045340]; NAD(P)H oxidase activity [GO:0016174]; protein homodimerization activity [GO:0042803]; selenate reductase activity [GO:0033797]; thioredoxin-disulfide reductase activity [GO:0004791]; benzene-containing compound metabolic process [GO:0042537]; cell proliferation [GO:0008283]; cell redox homeostasis [GO:0045454]; gastrulation [GO:0007369]; hydrogen peroxide catabolic process [GO:0042744]; mesoderm formation [GO:0001707]; NADPH oxidation [GO:0070995]; positive regulation of cell death [GO:0010942]; protein tetramerization [GO:0051262]; response to oxidative stress [GO:0006979]; response to oxygen radical [GO:0000305]; selenocysteine metabolic process [GO:0016259],GO:0000305; GO:0001650; GO:0001707; GO:0004791; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006979; GO:0007369; GO:0008283; GO:0009055; GO:0010942; GO:0016174; GO:0016259; GO:0033797; GO:0042537; GO:0042744; GO:0042803; GO:0043025; GO:0045340; GO:0045454; GO:0050660; GO:0051262; GO:0070995,Txnrd1,Q9JMH6,NA
